ensemblid	gene.name	chromosome	start	end	gene.regulation
NA	ATP5PD	17	74994455	74994728	random
NA	AZIN1	8	102806756	102806970	random
NA	B3GNT2	2	62216745	62217002	random
NA	B4GALT1	9	33162711	33163318	up
NA	B4GALT4	3	119205294	119205669	down
NA	B4GALT5	20	49768268	49768670	up
NA	BAG5	14	103525539	103525854	random
NA	BBS12	4	122666803	122667178	up
NA	BCAS1	20	54123645	54124140	down
NA	BCL2L11	2	111179059	111179322	random
NA	BCL7A	12	122072571	122072988	random
NA	BCO1	16	81141340	81141592	down
NA	BCO2	11	112157320	112157585	up
NA	BEGAIN	14	100664836	100665076	down
NA	BEST2	19	12783895	12784297	up
NA	BFAR	16	14636870	14637093	up
NA	BICC1	10	58468572	58468983	down
NA	BLM	15	90667416	90667714	down
NA	BRCA1	17	43114138	43114451	down
NA	BRCC3	X	155027231	155027433	random
NA	BTBD11	12	107352042	107352696	up
NA	BTG1	12	92070304	92071439	random
NA	BTN3A2	6	26296886	26297195	random
NA	BTRC	10	101385975	101386192	random
NA	C11orf80	11	66768874	66769169	up
NA	C14orf132	14	96104694	96104933	down
NA	C1orf21	1	184362913	184363139	up
NA	C1QTNF6	22	37196887	37197236	random
NA	C1RL	12	7079315	7079631	up
NA	C3	19	6744899	6745260	up
NA	C5AR1	19	47315356	47315735	up
NA	C6orf132	6	42045659	42046038	random
NA	C9orf78	9	129773736	129773976	random
NA	CACNG6	19	54020231	54020462	down
NA	CALCOCO2	17	48841459	48841751	up
NA	CALM2	2	47191864	47192224	random
NA	CANT1	17	79020293	79020648	random
NA	CASC3	17	40075171	40075416	random
NA	CBLB	3	105792259	105792775	up
NA	CBX7	22	39176188	39176454	random
NA	CCDC25	8	27872539	27873092	random
NA	CCDC34	11	27394662	27395021	down
NA	CCDC80	3	112653325	112653945	up
NA	CCN4	8	133182498	133182864	up
NA	CCND3	6	42045659	42046038	down
NA	CCNT2	2	134839702	134839976	random
NA	CD109	6	73704149	73704646	up
NA	CD44	11	35168632	35169038	down
NA	CD55	1	207309737	207310111	random
NA	CD59	11	33690366	33690732	up
NA	CD99L2	X	150848881	150849301	random
NA	CDC42BPB	14	103071449	103071972	up
NA	CDC6	17	40333911	40334102	down
NA	CDCA7	2	173432073	173432473	down
NA	CDH1	16	68715484	68715754	up
NA	CDH16	16	66996401	66996766	up
NA	CDK2	12	55909212	55909457	down
NA	CEP55	10	93471061	93471500	down
NA	CEP70	3	138597433	138597809	up
NA	CERS5	12	50257930	50258168	random
NA	CGNL1	15	57307673	57307917	down
NA	CHAC1	15	40999280	40999496	random
NA	CHP1	15	41256495	41257053	up
NA	CIDEC	3	9884472	9884835	up
NA	CKAP2L	2	112794268	112794622	down
NA	CLASP1	2	121627096	121627579	up
NA	CLDN7	17	7228234	7228516	up
NA	CNST	1	246617775	246618134	up
NA	CNTN1	12	40718682	40718842	down
NA	COL4A5	X	108399450	108399718	up
NA	COL5A1	9	134670075	134670368	random
NA	COMMD2	3	149659102	149659494	random
NA	COPS8	2	237097878	237098321	up
NA	COQ8B	19	40715544	40715845	up
NA	CORO1C	12	108773897	108774047	random
NA	COX4I1	16	85888902	85889228	random
NA	COX7A2	6	75300144	75300528	random
NA	CPB2	13	46120160	46120550	up
NA	CPLX2	5	175854473	175855075	random
NA	CPS1	2	210548914	210549383	up
NA	CREB3L4	1	154006236	154006502	random
NA	CRLS1	20	5945953	5946309	up
NA	CRYAB	11	111988744	111989107	up
NA	CSF1	1	109927994	109928278	random
NA	CTNNAL1	9	109036101	109036413	random
NA	CUX2	12	111067510	111067929	up
NA	CXCL16	17	4719872	4720168	down
NA	CYB5A	18	74249232	74249493	up
NA	CYB5R3	22	42742144	42742397	up
NA	CYP24A1	20	54123645	54124140	random
NA	CYP4F22	19	15495216	15495508	up
NA	CYSTM1	5	140220763	140221093	random
NA	DBI	2	119426069	119426392	random
NA	DBR1	3	138079124	138079645	random
NA	DCLRE1C	10	15043704	15044011	random
NA	DHCR24	1	54883902	54884151	up
NA	DLG4	17	7264495	7264830	random
NA	DLGAP5	14	55241718	55241947	down
NA	DNAJB12	10	72255077	72255519	random
NA	DNAJB14	4	100018038	100018314	random
NA	DNAJB6	7	157384312	157384547	random
NA	DNAJC15	13	43004818	43005914	up
NA	DOCK4	7	112160477	112161182	up
NA	DOCK9	13	99057603	99058114	up
NA	DPYSL5	2	26772417	26772701	down
NA	DSCC1	8	119919844	119920057	down
NA	DTWD1	15	49627423	49627854	random
NA	DUS1L	17	82134112	82134507	random
NA	DYNC2LI1	2	43759193	43759692	random
NA	DYNLT1	6	158707084	158707515	random
NA	E2F2	1	23585538	23585963	down
NA	EDN3	20	59350751	59351792	up
NA	EEF1A2	20	63575811	63576095	random
NA	EEF1E1	6	8108403	8108662	random
NA	EFCAB12	3	129424106	129424417	random
NA	EGFR	7	54967308	54967844	random
NA	EGLN1	1	231512133	231512721	random
NA	EIF2A	3	150469548	150469881	random
NA	EIF3B	7	2309999	2310467	random
NA	EIF4G3	1	21264979	21265264	random
NA	EIF5P1	X	9866067	9866356	random
NA	ELOVL5	6	53250923	53251172	up
NA	EMP1	12	13102091	13102500	up
NA	EMP2	16	10520443	10520914	up
NA	ENOX1	13	43805083	43805504	up
NA	EPDR1	7	37666069	37666776	random
NA	ERAL1	17	28808845	28809231	random
NA	ERCC6L	X	72247739	72248093	down
NA	ERGIC1	5	172868999	172869600	up
NA	ETS1	11	128496902	128497171	random
NA	EXOSC5	19	41376306	41376506	random
NA	FAM133B	7	92645832	92646032	random
NA	FAM13A	4	89119206	89119587	random
NA	FAM222B	17	28808845	28809231	up
NA	FAM83A	8	123217139	123217468	up
NA	FANCI	15	89167908	89168147	down
NA	FARP1	13	98129180	98129748	up
NA	FBL	19	39909663	39909879	random
NA	FBLN5	14	91963478	91963776	up
NA	FBXO3	11	33690366	33690732	up
NA	FEM1B	15	68341001	68341258	random
NA	FEN1	11	61821008	61821369	down
NA	FGA	4	154560761	154561167	up
NA	FGB	4	154590706	154591005	up
NA	FH	1	241615407	241615718	random
NA	FIGN	2	163659218	163659537	random
NA	FIGNL1	7	50502277	50502616	down
NA	FKBP5	6	35722388	35722895	up
NA	FKBP8	19	18629814	18630191	random
NA	FMNL2	2	152405255	152405573	random
NA	FRZB	2	182916113	182916838	up
NA	GABARAP	17	7264495	7264830	random
NA	GACAT2	18	8732745	8733006	down
NA	GALNT6	12	51441607	51441901	random
NA	GCNT2	6	10441309	10441551	random
NA	GEMIN7	19	45154277	45154816	random
NA	GGT5	22	24207821	24208411	up
NA	GLP2R	17	9837765	9838168	down
NA	GLUD1	10	87162832	87163304	up
NA	GOLPH3	5	32225455	32225849	up
NA	GPATCH1	19	33032476	33032734	random
NA	GPATCH3	1	26961813	26962207	random
NA	GPD1L	3	32037015	32037276	up
NA	GPD2	2	156399134	156399522	down
NA	GPX4	19	1155083	1155322	random
NA	GREM1	15	32677158	32677540	down
NA	GSAP	7	77409366	77409778	up
NA	GSDME	7	24741523	24742328	up
NA	GSR	8	30807550	30807925	down
NA	H2AFV	7	44867405	44867778	random
NA	HECW2	2	196608019	196608217	up
NA	HERC3	4	88612188	88612627	up
NA	HES6	2	238285676	238286000	random
NA	HEXIM2	17	45176276	45176540	random
NA	HGD	3	120689423	120689787	up
NA	HHIP	4	144583017	144583247	down
NA	HIF1A	14	61642355	61642582	random
NA	HIP1	7	75732621	75733283	random
NA	HJURP	2	233756668	233757108	down
NA	HLA-C	6	31186371	31186718	random
NA	HLF	17	55285805	55286195	up
NA	HNRNPA2B1	7	26265223	26265429	random
NA	HOXA10	7	27277658	27277887	random
NA	HPCAL1	2	10270736	10271125	up
NA	HPGD	4	174461687	174462158	up
NA	HPS5	11	18384366	18384741	random
NA	HSD11B1	1	209688706	209688964	up
NA	HSD17B4	5	119441810	119442104	up
NA	HSPA2	14	64515220	64515520	random
NA	IAH1	2	9538256	9538622	random
NA	IFIT1	10	89481592	89482017	up
NA	IFNGR1	6	137261330	137262057	up
NA	IGFBP3	7	45889406	45889785	down
NA	IL17RC	3	9878803	9879202	up
NA	IL1R1	2	102048397	102048876	up
NA	ILVBL	19	15210349	15210600	random
NA	INPP5A	10	132482196	132482544	random
NA	IQCN	19	18365010	18365320	up
NA	IQGAP1	15	90419669	90420158	up
NA	IQGAP2	5	76472472	76472937	up
NA	IRS2	13	109875237	109875591	random
NA	ITCH	20	34270235	34270457	random
NA	ITGA11	15	68341001	68341258	down
NA	ITGB4	17	75693568	75694198	up
NA	JAG1	20	10604436	10604922	random
NA	JAK1	1	64955004	64955490	up
NA	KANK2	19	11152766	11152964	up
NA	KCMF1	2	84958246	84958942	random
NA	KCNB1	20	49510500	49510835	up
NA	KCNH1	1	211198141	211198592	down
NA	KCNK1	1	233704869	233705201	random
NA	KDM5C	X	53262920	53263207	random
NA	KIAA1191	5	176330419	176330631	up
NA	KLC2	11	66189298	66189663	random
NA	KLF16	19	1773302	1773590	random
NA	KLF3	4	38667241	38667462	random
NA	KLF9	9	70419832	70420362	up
NA	KLHDC4	16	87789678	87789869	up
NA	KLHL42	12	27748190	27748422	random
NA	KRT18	12	52925886	52926331	up
NA	KRT8	12	52925886	52926331	up
NA	KRT83	12	52280240	52281230	random
NA	KYAT1	9	128874466	128874847	up
NA	LACTB2	8	70610364	70610818	random
NA	LAMA3	18	23725785	23726200	up
NA	LANCL1	2	210548914	210549383	random
NA	LATS2	13	21033555	21033800	random
NA	LEKR1	3	156817026	156817510	random
NA	LEPROT	1	65425785	65426086	up
NA	LIG3	17	35022673	35023062	random
NA	LINC00886	3	156906331	156906743	up
NA	LINC02615	4	128349864	128350165	random
NA	LIX1L	1	145892023	145892453	up
NA	LONP2	16	48165231	48165763	up
NA	LOX	5	122165521	122165884	up
NA	LPIN2	18	2981295	2981544	random
NA	LTBP3	11	65471988	65472551	random
NA	LYRM1	16	20851596	20851938	up
NA	MALSU1	7	23334582	23334988	random
NA	MAN2B1	19	12750319	12750686	random
NA	MANBA	4	102717533	102717960	up
NA	MAOA	X	43589781	43590135	up
NA	MAP2	2	209495816	209496322	up
NA	MAP4K3	2	39504965	39505225	random
NA	MAP4K5	14	50658283	50658590	down
NA	MAP7	6	136586252	136586530	down
NA	MARVELD1	10	97718831	97719043	up
NA	MATN3	2	20071460	20071905	random
NA	MAVS	20	3811601	3812035	random
NA	MCM5	22	35364341	35364563	down
NA	MCM8	20	5945953	5946309	down
NA	ME2	18	50820123	50820359	random
NA	MESP1	15	89812217	89812527	random
NA	MET	7	116633516	116633932	down
NA	MFHAS1	8	8806173	8806473	down
NA	MFSD4A	1	205616715	205616964	random
NA	MHENCR	20	63575811	63576095	random
NA	MIR3936HG	5	132363369	132363783	up
NA	MLKL	16	74793589	74793965	up
NA	MLXIP	12	122072571	122072988	up
NA	MMD	17	55454770	55455521	up
NA	MMP28	17	35717174	35717395	up
NA	MN1	22	27866093	27866558	down
NA	MND1	4	153398834	153399031	down
NA	MORC4	X	106917859	106918093	down
NA	MRO	18	50820123	50820359	up
NA	MROH1	8	144160231	144160527	up
NA	MRPL1	4	77921728	77922031	random
NA	MRPS26	20	3123600	3123906	random
NA	MSC	8	71831280	71831567	random
NA	MSH2	2	47303790	47304209	down
NA	MSI2	17	57215376	57215683	up
NA	MT1X	16	56606629	56607558	up
NA	MTCL1	18	8732745	8733006	down
NA	MTMR12	5	32225455	32225849	random
NA	MUC3A	7	100983448	100983912	up
NA	MYBL1	8	66559887	66560185	down
NA	MYO10	5	16893943	16894729	down
NA	MYPOP	19	45959339	45959630	random
NA	NAA38	17	7959608	7959849	random
NA	NABP1	2	191637510	191637720	up
NA	NBEAL2	3	46948002	46948556	up
NA	NBL1	1	19640001	19640342	up
NA	NCAPG2	7	158733183	158733505	down
NA	NCOA3	20	47464334	47464793	random
NA	NDUFB3	2	201149136	201149428	random
NA	NEBL	10	21134895	21135420	up
NA	NES	1	156616449	156616825	down
NA	NEURL1B	5	172714905	172715291	random
NA	NFE2L1	17	47955559	47955884	up
NA	NFIC	19	3336613	3337144	up
NA	NKTR	3	42544493	42545192	random
NA	NNMT	11	114179158	114179748	up
NA	NPAS2	2	100752609	100753357	down
NA	NPC1	18	23629426	23629850	up
NA	NRCAM	7	108414133	108414398	up
NA	NRP2	2	205748766	205749069	random
NA	OLAH	10	15043704	15044011	up
NA	OPA3	19	45577084	45577325	up
NA	OPN3	1	241641180	241641532	up
NA	OTULINL	5	14588938	14589376	up
NA	P3H2	3	190125666	190126057	up
NA	P4HA2	5	132363369	132363783	up
NA	PANK3	5	168651674	168651918	random
NA	PAPSS2	10	87647964	87648295	down
NA	PCLAF	15	64444489	64444816	down
NA	PCNA	20	5073114	5073462	down
NA	PCSK6	15	101439473	101439833	up
NA	PDE6A	5	149857426	149857908	up
NA	PDE8A	15	85047249	85047518	down
NA	PDIA6	2	10846241	10846648	random
NA	PDK2	17	50184578	50184904	random
NA	PDLIM1	10	95273381	95273924	up
NA	PEX11B	1	145892023	145892453	up
NA	PHF20L1	8	132712230	132712441	up
NA	PHKA1	X	72620466	72620987	up
NA	PHLDB2	3	111803156	111803536	up
NA	PIK3C2B	1	204417153	204417413	up
NA	PITPNC1	17	67421917	67422326	up
NA	PITPNM2	12	123164962	123165189	up
NA	PITPNM3	17	6591438	6591892	up
NA	PKP2	12	32917183	32917573	up
NA	PLCG2	16	81711690	81712385	random
NA	PLD5	1	242530732	242531081	up
NA	PLEKHA6	1	204319472	204319849	random
NA	PLPP1	5	55601183	55601593	up
NA	PNPO	17	47955559	47955884	up
NA	PNRC1	6	89035497	89036210	up
NA	POLI	18	54254421	54254740	random
NA	POLR2B	4	57065072	57065250	random
NA	PON2	7	95385638	95385987	up
NA	PPA1	10	70228056	70228292	up
NA	PPIF	10	79329643	79329867	random
NA	PPP1R3C	10	91642886	91643288	up
NA	PPP2R2C	4	6633149	6633641	down
NA	PPP6R1	19	55189402	55189667	random
NA	PPTC7	12	110543536	110543862	random
NA	PRCP	11	82953494	82953738	random
NA	PRDX6	1	173527146	173527455	up
NA	PRKAG2	7	151797790	151798131	up
NA	PROCR	20	35208045	35208401	up
NA	PRPS1	X	107676995	107677395	down
NA	PRSS23	11	86735992	86736308	down
NA	PSMD10	X	108036396	108036596	random
NA	PTK2	8	141018622	141019247	up
NA	PTK2B	8	27399955	27400348	up
NA	PTK6	20	63575811	63576095	up
NA	PTPN12	7	77479730	77480114	up
NA	PTPRM	18	7576647	7577079	up
NA	PXN	12	120237424	120237679	up
NA	PYURF	4	88612188	88612627	random
NA	RAB27B	18	54777144	54777583	random
NA	RALGAPB	20	38556632	38556841	up
NA	RARG	12	53174815	53175371	random
NA	RASEF	9	83132810	83133233	down
NA	RASGRP3	2	33411672	33412213	down
NA	RCL1	9	4839435	4839901	up
NA	RCN1	11	32113294	32113576	random
NA	RFWD3	16	74740964	74741225	down
NA	RHPN2	19	33032476	33032734	down
NA	RMI2	16	11224282	11224530	down
NA	RNF121	11	71945393	71945603	down
NA	RNF145	5	159186247	159186744	up
NA	RNGTT	6	89035497	89036210	random
NA	ROCK1	18	21053228	21053615	up
NA	RPL12	9	127545840	127546119	random
NA	RPL13	16	89581078	89581503	random
NA	RPL26L1	5	172868999	172869600	random
NA	RPL28	19	55479588	55479892	random
NA	RPL38	17	74192963	74193425	random
NA	RPRD1B	20	37990554	37990993	random
NA	RPS16	19	39409476	39409969	random
NA	RPS21	20	62359412	62359772	random
NA	RPS25	11	118919608	118920226	random
NA	RPS6KB2	11	67374285	67374536	random
NA	RSPO3	6	127102265	127102728	down
NA	RTKN2	10	62243288	62243534	down
NA	S100A6	1	153566613	153566850	random
NA	S100P	4	6633149	6633641	up
NA	SCARA5	8	27957931	27958259	up
NA	SCMH1	1	41152548	41153084	up
NA	SCNN1A	12	6372928	6373377	up
NA	SCNN1B	16	23258301	23258666	up
NA	SDK1	7	3239273	3239577	up
NA	SDS	12	113413636	113413942	up
NA	SEC23IP	10	119849525	119849781	random
NA	SEMA3A	7	84529452	84529659	down
NA	SEMA4D	9	89556635	89556898	down
NA	SEPT2	2	241351283	241351502	random
NA	SERPINA3	14	94599015	94599627	up
NA	SF3A1	22	30422890	30423253	random
NA	SFRP5	10	97718831	97719043	up
NA	SGPP2	2	222452492	222452728	up
NA	SH3TC1	4	8101199	8101621	up
NA	SHC1	1	155017235	155017678	up
NA	SHH	7	155860833	155861323	random
NA	SHROOM3	4	76377480	76377910	up
NA	SIMC1	5	176330419	176330631	random
NA	SLC16A5	17	74994455	74994728	random
NA	SLC1A4	2	64952999	64953252	down
NA	SLC25A5	X	119502902	119503197	random
NA	SLC2A14	12	7896731	7897103	up
NA	SLC30A9	4	42048315	42048670	random
NA	SLC35B4	7	134365484	134365978	random
NA	SLC35F2	11	107840233	107840502	random
NA	SLC35F6	2	26772417	26772701	random
NA	SLC3A1	2	44291330	44291748	down
NA	SLC45A1	1	8258904	8260028	up
NA	SLC45A4	8	141257399	141258044	up
NA	SLC4A7	3	27576381	27576581	down
NA	SLC6A6	3	14452241	14452521	down
NA	SLC7A11	4	138235608	138235912	down
NA	SLC7A7	14	22807582	22807862	up
NA	SLC7A8	14	23145788	23146182	up
NA	SLC8B1	12	113413636	113413942	up
NA	SMIM15	5	61174543	61174776	random
NA	SMU1	9	33162711	33163318	random
NA	SMURF2	17	64732828	64732977	random
NA	SNAP25	20	10250911	10251223	down
NA	SNHG20	17	77002063	77002626	random
NA	SNW1	14	77682160	77682476	random
NA	SOCS3	17	78315565	78315831	up
NA	SPDL1	5	169668397	169668758	down
NA	SPOP	17	49646654	49646965	up
NA	SPR	2	72815769	72816032	random
NA	SPX	12	21562882	21563342	up
NA	SRGN	10	69061410	69061857	up
NA	SRP9	1	225736343	225736746	random
NA	SRRM2	16	2769800	2770012	random
NA	SRSF1	17	57975005	57975312	random
NA	SRSF10	1	23984341	23984913	up
NA	SSBP2	5	81755278	81755644	up
NA	STAT1	2	191049692	191050818	up
NA	STAT4	2	191178835	191179276	up
NA	STC1	8	23798193	23798430	random
NA	STOM	9	121372444	121373435	up
NA	STRA6	15	74215215	74215534	up
NA	STXBP5	6	147156856	147157355	up
NA	SUPT16HP1	12	16436156	16436466	random
NA	SUZ12P1	17	30695135	30695518	random
NA	SYNJ2	6	158040402	158040688	down
NA	TAF2	8	119919844	119920057	random
NA	TAPBPL	12	6376115	6376498	random
NA	TBC1D2B	15	78012608	78013011	up
NA	TBC1D4	13	75467038	75467333	down
NA	TBL2	7	73612783	73613038	random
NA	TCF19	6	31186371	31186718	down
NA	TCTN1	12	110543536	110543862	random
NA	TEF	22	41410466	41410687	up
NA	TEX41	2	144659890	144660144	down
NA	TFAM	10	58468572	58468983	down
NA	TFPT	19	54020231	54020462	random
NA	TGFBR3	1	91845018	91845378	random
NA	TGM2	20	38109848	38110485	up
NA	THAP7	22	21037774	21038097	random
NA	THNSL1	10	25062485	25062751	random
NA	THOC2	X	123665153	123665545	up
NA	TICRR	15	89498237	89498606	down
NA	TIMP2	17	79020293	79020648	random
NA	TIPARP-AS1	3	156615832	156616116	random
NA	TLE1	9	81656889	81657287	random
NA	TM4SF18	3	149373729	149374102	down
NA	TMEM150A	2	85681366	85681641	up
NA	TMEM164	X	110082177	110082602	up
NA	TMEM245	9	109114284	109114859	up
NA	TNFAIP8	5	119270873	119271208	down
NA	TNFSF14	19	6744899	6745260	up
NA	TNS2	12	52971724	52972147	up
NA	TNS4	17	40509902	40510654	up
NA	TOP2A	17	40509902	40510654	down
NA	TRAF3	14	102697134	102697396	down
NA	TRAM2	6	52566842	52567101	up
NA	TRIM29	11	120125001	120125291	up
NA	TRMT2B	X	100980919	100981195	random
NA	TRMT61B	2	28951873	28952348	up
NA	TRNP1	1	26961813	26962207	up
NA	TTC7A	2	46855189	46855772	up
NA	TTPAL	20	44467267	44467590	up
NA	TUBD1	17	59837304	59838057	down
NA	TXNDC11	16	11833973	11834643	up
NA	UBAP1	9	34163527	34163876	up
NA	UBASH3B	11	122601675	122602102	down
NA	UBE2D1	10	58255955	58256410	random
NA	UBE2E2	3	23288258	23288549	up
NA	UBE2H	7	129877377	129877756	random
NA	UCK2	1	165857093	165857480	random
NA	UGT1A9	2	233756668	233757108	random
NA	UHRF1	19	4870141	4870385	down
NA	ULK2	17	19937512	19937928	up
NA	UQCC1	20	35327207	35327577	up
NA	UQCRHL	1	15800239	15800813	random
NA	USH1C	11	17468155	17468417	random
NA	VCL	10	74056143	74056907	up
NA	VSIR	10	71766699	71767099	up
NA	VSTM2L	20	37990554	37990993	up
NA	WEE1	11	9568970	9569319	down
NA	WIPI1	17	68378093	68378473	up
NA	XDH	2	31384875	31385120	down
NA	XKR9	8	70610364	70610818	random
NA	YRDC	1	37862416	37862778	random
NA	ZBED1	X	2552696	2552950	random
NA	ZBTB16	11	114154426	114154948	up
NA	ZBTB43	9	126791554	126791855	random
NA	ZC3H7A	16	11833973	11834643	random
NA	ZFAND5	9	72396618	72397163	random
NA	ZFP36	19	39409476	39409969	random
NA	ZFYVE27	10	97718831	97719043	random
NA	ZHX3	20	41248779	41248998	up
NA	ZNF22	10	44964165	44964448	random
NA	ZNF367	9	96405949	96406198	down
NA	ZNF687	1	151235508	151235756	random
NA	ZNF79	9	127506673	127506870	random
NA	ZNFX1	20	49345029	49345311	up
