ensemblid	gene.name	chromosome	start	end	gene.regulation
NA	ATG4A	X	108026469	108046470	up
NA	ATG5	6	106290550	106310551	random
NA	ATOH8	2	85698843	85718844	up
NA	ATP1A1	1	116366582	116386583	up
NA	ATP2B4	1	203527104	203547105	up
NA	ATP5PD	17	74984584	75004585	random
NA	AZIN1	8	102796818	102816819	random
NA	B3GNT2	2	62206874	62226875	random
NA	B4GALT1	9	33153073	33173074	up
NA	B4GALT4	3	119195436	119215437	down
NA	B4GALT5	20	49758450	49778451	up
NA	BAG5	14	103515670	103535671	random
NA	BBS12	4	122656989	122676990	up
NA	BCAS1	20	54113925	54133926	down
NA	BCL2L11	2	111169148	111189149	random
NA	BCL7A	12	122062764	122082765	random
NA	BCO1	16	81131444	81151445	down
NA	BCO2	11	112147447	112167448	up
NA	BEGAIN	14	100654933	100674934	down
NA	BEST2	19	12774094	12794095	up
NA	BFAR	16	14626934	14646935	up
NA	BICC1	10	58458762	58478763	down
NA	BLM	15	90657568	90677569	down
NA	BRCA1	17	43104299	43124300	down
NA	BRCC3	X	155017348	155037349	random
NA	BTBD11	12	107342381	107362382	up
NA	BTG1	12	92061237	92081238	random
NA	BTN3A2	6	26287025	26307026	random
NA	BTRC	10	101376056	101396057	random
NA	C11orf80	11	66759025	66779026	up
NA	C14orf132	14	96094801	96114802	down
NA	C1orf21	1	184353023	184373024	up
NA	C1QTNF6	22	37187015	37207016	random
NA	C1RL	12	7069461	7089462	up
NA	C3	19	6735057	6755058	up
NA	C5AR1	19	47305547	47325548	up
NA	C6orf132	6	42035852	42055853	random
NA	C9orf78	9	129763825	129783826	random
NA	CACNG6	19	54010332	54030333	down
NA	CALCOCO2	17	48831598	48851599	up
NA	CALM2	2	47182028	47202029	random
NA	CANT1	17	79010491	79030492	random
NA	CASC3	17	40065272	40085273	random
NA	CBLB	3	105782509	105802510	up
NA	CBX7	22	39166312	39186313	random
NA	CCDC25	8	27862811	27882812	random
NA	CCDC34	11	27384850	27404851	down
NA	CCDC80	3	112643670	112663671	up
NA	CCN4	8	133172638	133192639	up
NA	CCND3	6	42035852	42055853	down
NA	CCNT2	2	134829814	134849815	random
NA	CD109	6	73694344	73714345	up
NA	CD44	11	35158836	35178837	down
NA	CD55	1	207299914	207319915	random
NA	CD59	11	33680543	33700544	up
NA	CD99L2	X	150839087	150859088	random
NA	CDC42BPB	14	103061715	103081716	up
NA	CDC6	17	40324031	40344032	down
NA	CDCA7	2	173422224	173442225	down
NA	CDH1	16	68705622	68725623	up
NA	CDH16	16	66986581	67006582	up
NA	CDK2	12	55899310	55919311	down
NA	CEP55	10	93461282	93481283	down
NA	CEP70	3	138587612	138607613	up
NA	CERS5	12	50248051	50268052	random
NA	CGNL1	15	57297765	57317766	down
NA	CHAC1	15	40989394	41009395	random
NA	CHP1	15	41246711	41266712	up
NA	CIDEC	3	9874651	9894652	up
NA	CKAP2L	2	112784428	112804429	down
NA	CLASP1	2	121617311	121637312	up
NA	CLDN7	17	7218293	7238294	up
NA	CNST	1	246607962	246627963	up
NA	CNTN1	12	40708758	40728759	down
NA	COL4A5	X	108389591	108409592	up
NA	COL5A1	9	134660208	134680209	random
NA	COMMD2	3	149649291	149669292	random
NA	COPS8	2	237088089	237108090	up
NA	COQ8B	19	40705716	40725717	up
NA	CORO1C	12	108763953	108783954	random
NA	COX4I1	16	85879056	85899057	random
NA	COX7A2	6	75290368	75310369	random
NA	CPB2	13	46110313	46130314	up
NA	CPLX2	5	175844812	175864813	random
NA	CPS1	2	210539136	210559137	up
NA	CREB3L4	1	153996341	154016342	random
NA	CRLS1	20	5936124	5956125	up
NA	CRYAB	11	111978939	111998940	up
NA	CSF1	1	109918138	109938139	random
NA	CTNNAL1	9	109026254	109046255	random
NA	CUX2	12	111057723	111077724	up
NA	CXCL16	17	4709963	4729964	down
NA	CYB5A	18	74239349	74259350	up
NA	CYB5R3	22	42732299	42752300	up
NA	CYP24A1	20	54113925	54133926	random
NA	CYP4F22	19	15485351	15505352	up
NA	CYSTM1	5	140210899	140230900	random
NA	DBI	2	119416217	119436218	random
NA	DBR1	3	138069383	138089384	random
NA	DCLRE1C	10	15033840	15053841	random
NA	DHCR24	1	54874010	54894011	up
NA	DLG4	17	7254634	7274635	random
NA	DLGAP5	14	55231799	55251800	down
NA	DNAJB12	10	72245276	72265277	random
NA	DNAJB14	4	100008209	100028210	random
NA	DNAJB6	7	157374420	157394421	random
NA	DNAJC15	13	42995079	43015080	up
NA	DOCK4	7	112150793	112170794	up
NA	DOCK9	13	99047748	99067749	up
NA	DPYSL5	2	26762544	26782545	down
NA	DSCC1	8	119909909	119929910	down
NA	DTWD1	15	49617624	49637625	random
NA	DUS1L	17	82124283	82144284	random
NA	DYNC2LI1	2	43749420	43769421	random
NA	DYNLT1	6	158697313	158717314	random
NA	E2F2	1	23575780	23595781	down
NA	EDN3	20	59341172	59361173	up
NA	EEF1A2	20	63565921	63585922	random
NA	EEF1E1	6	8098508	8118509	random
NA	EFCAB12	3	129414247	129434248	random
NA	EGFR	7	54957583	54977584	random
NA	EGLN1	1	231502442	231522443	random
NA	EIF2A	3	150459718	150479719	random
NA	EIF3B	7	2300229	2320230	random
NA	EIF4G3	1	21255085	21275086	random
NA	EIF5P1	X	9856208	9876209	random
NA	ELOVL5	6	53240982	53260983	up
NA	EMP1	12	13092283	13112284	up
NA	EMP2	16	10510644	10530645	up
NA	ENOX1	13	43795284	43815285	up
NA	EPDR1	7	37656551	37676552	random
NA	ERAL1	17	28799022	28819023	random
NA	ERCC6L	X	72237838	72257839	down
NA	ERGIC1	5	172859278	172879279	up
NA	ETS1	11	128486997	128506998	random
NA	EXOSC5	19	41366380	41386381	random
NA	FAM133B	7	92635876	92655877	random
NA	FAM13A	4	89109374	89129375	random
NA	FAM222B	17	28799022	28819023	up
NA	FAM83A	8	123207277	123227278	up
NA	FANCI	15	89158019	89178020	down
NA	FARP1	13	98119509	98139510	up
NA	FBL	19	39899763	39919764	random
NA	FBLN5	14	91953617	91973618	up
NA	FBXO3	11	33680543	33700544	up
NA	FEM1B	15	68331106	68351107	random
NA	FEN1	11	61811167	61831168	down
NA	FGA	4	154550939	154570940	up
NA	FGB	4	154580858	154600859	up
NA	FH	1	241605552	241625553	random
NA	FIGN	2	163649373	163669374	random
NA	FIGNL1	7	50492444	50512445	down
NA	FKBP5	6	35712650	35732651	up
NA	FKBP8	19	18620001	18640002	random
NA	FMNL2	2	152395403	152415404	random
NA	FRZB	2	182906629	182926630	up
NA	GABARAP	17	7254634	7274635	random
NA	GACAT2	18	8722837	8742838	down
NA	GALNT6	12	51431732	51451733	random
NA	GCNT2	6	10431419	10451420	random
NA	GEMIN7	19	45144560	45164561	random
NA	GGT5	22	24198145	24218146	up
NA	GLP2R	17	9827975	9847976	down
NA	GLUD1	10	87153067	87173068	up
NA	GOLPH3	5	32215639	32235640	up
NA	GPATCH1	19	33022618	33042619	random
NA	GPATCH3	1	26952011	26972012	random
NA	GPD1L	3	32027098	32047099	up
NA	GPD2	2	156389326	156409327	down
NA	GPX4	19	1145215	1165216	random
NA	GREM1	15	32667361	32687362	down
NA	GSAP	7	77399574	77419575	up
NA	GSDME	7	24731805	24751806	up
NA	GSR	8	30797715	30817716	down
NA	H2AFV	7	44857566	44877567	random
NA	HECW2	2	196598125	196618126	up
NA	HERC3	4	88602392	88622393	up
NA	HES6	2	238275841	238295842	random
NA	HEXIM2	17	45166385	45186386	random
NA	HGD	3	120679589	120699590	up
NA	HHIP	4	144573112	144593113	down
NA	HIF1A	14	61632439	61652440	random
NA	HIP1	7	75722830	75742831	random
NA	HJURP	2	233746905	233766906	down
NA	HLA-C	6	31176522	31196523	random
NA	HLF	17	55276017	55296018	up
NA	HNRNPA2B1	7	26255308	26275309	random
NA	HOXA10	7	27267784	27287785	random
NA	HPCAL1	2	10260918	10280919	up
NA	HPGD	4	174451924	174471925	up
NA	HPS5	11	18374540	18394541	random
NA	HSD11B1	1	209678831	209698832	up
NA	HSD17B4	5	119431915	119451916	up
NA	HSPA2	14	64505316	64525317	random
NA	IAH1	2	9528430	9548431	random
NA	IFIT1	10	89471839	89491840	up
NA	IFNGR1	6	137251553	137271554	up
NA	IGFBP3	7	45879520	45899521	down
NA	IL17RC	3	9869008	9889009	up
NA	IL1R1	2	102038629	102058630	up
NA	ILVBL	19	15200454	15220455	random
NA	INPP5A	10	132472343	132492344	random
NA	IQCN	19	18355136	18375137	up
NA	IQGAP1	15	90409910	90429911	up
NA	IQGAP2	5	76462698	76482699	up
NA	IRS2	13	109865384	109885385	random
NA	ITCH	20	34260373	34280374	random
NA	ITGA11	15	68331106	68351107	down
NA	ITGB4	17	75683946	75703947	up
NA	JAG1	20	10594709	10614710	random
NA	JAK1	1	64945258	64965259	up
NA	KANK2	19	11142828	11162829	up
NA	KCMF1	2	84948679	84968680	random
NA	KCNB1	20	49500673	49520674	up
NA	KCNH1	1	211188383	211208384	down
NA	KCNK1	1	233695022	233715023	random
NA	KDM5C	X	53253021	53273022	random
NA	KIAA1191	5	176320475	176340476	up
NA	KLC2	11	66179476	66199477	random
NA	KLF16	19	1763449	1783450	random
NA	KLF3	4	38657304	38677305	random
NA	KLF9	9	70410135	70430136	up
NA	KLHDC4	16	87779762	87799763	up
NA	KLHL42	12	27738260	27758261	random
NA	KRT18	12	52916108	52936109	up
NA	KRT8	12	52916108	52936109	up
NA	KRT83	12	52270473	52290474	random
NA	KYAT1	9	128864662	128884663	up
NA	LACTB2	8	70600602	70620603	random
NA	LAMA3	18	23715984	23735985	up
NA	LANCL1	2	210539136	210559137	random
NA	LATS2	13	21023661	21043662	random
NA	LEKR1	3	156807224	156827225	random
NA	LEPROT	1	65415925	65435926	up
NA	LIG3	17	35012852	35032853	random
NA	LINC00886	3	156896540	156916541	up
NA	LINC02615	4	128340003	128360004	random
NA	LIX1L	1	145882230	145902231	up
NA	LONP2	16	48155475	48175476	up
NA	LOX	5	122155693	122175694	up
NA	LPIN2	18	2971426	2991427	random
NA	LTBP3	11	65462226	65482227	random
NA	LYRM1	16	20841768	20861769	up
NA	MALSU1	7	23324772	23344773	random
NA	MAN2B1	19	12740458	12760459	random
NA	MANBA	4	102707719	102727720	up
NA	MAOA	X	43579957	43599958	up
NA	MAP2	2	209486067	209506068	up
NA	MAP4K3	2	39495067	39515068	random
NA	MAP4K5	14	50648409	50668410	down
NA	MAP7	6	136576380	136596381	down
NA	MARVELD1	10	97708901	97728902	up
NA	MATN3	2	20061713	20081714	random
NA	MAVS	20	3801796	3821797	random
NA	MCM5	22	35354407	35374408	down
NA	MCM8	20	5936124	5956125	down
NA	ME2	18	50810204	50830205	random
NA	MESP1	15	89802361	89822362	random
NA	MET	7	116623732	116643733	down
NA	MFHAS1	8	8796300	8816301	down
NA	MFSD4A	1	205606829	205626830	random
NA	MHENCR	20	63565921	63585922	random
NA	MIR3936HG	5	132353568	132373569	up
NA	MLKL	16	74783763	74803764	up
NA	MLXIP	12	122062764	122082765	up
NA	MMD	17	55445086	55465087	up
NA	MMP28	17	35707247	35727248	up
NA	MN1	22	27856325	27876326	down
NA	MND1	4	153388922	153408923	down
NA	MORC4	X	106907955	106927956	down
NA	MRO	18	50810204	50830205	up
NA	MROH1	8	144150368	144170369	up
NA	MRPL1	4	77911866	77931867	random
NA	MRPS26	20	3113729	3133730	random
NA	MSC	8	71821405	71841406	random
NA	MSH2	2	47294001	47314002	down
NA	MSI2	17	57205513	57225514	up
NA	MT1X	16	56597337	56617338	up
NA	MTCL1	18	8722837	8742838	down
NA	MTMR12	5	32215639	32235640	random
NA	MUC3A	7	100973662	100993663	up
NA	MYBL1	8	66550031	66570032	down
NA	MYO10	5	16884528	16904529	down
NA	MYPOP	19	45949457	45969458	random
NA	NAA38	17	7949702	7969703	random
NA	NABP1	2	191627607	191647608	up
NA	NBEAL2	3	46938245	46958246	up
NA	NBL1	1	19630149	19650150	up
NA	NCAPG2	7	158723323	158743324	down
NA	NCOA3	20	47454575	47474576	random
NA	NDUFB3	2	201139301	201159302	random
NA	NEBL	10	21125133	21145134	up
NA	NES	1	156606643	156626644	down
NA	NEURL1B	5	172705093	172725094	random
NA	NFE2L1	17	47945708	47965709	up
NA	NFIC	19	3326898	3346899	up
NA	NKTR	3	42534935	42554936	random
NA	NNMT	11	114169449	114189450	up
NA	NPAS2	2	100742797	100762798	down
NA	NPC1	18	23619611	23639612	up
NA	NRCAM	7	108404222	108424223	up
NA	NRP2	2	205738885	205758886	random
NA	OLAH	10	15033840	15053841	up
NA	OPA3	19	45567229	45587230	up
NA	OPN3	1	241631349	241651350	up
NA	OTULINL	5	14579176	14599177	up
NA	P3H2	3	190115847	190135848	up
NA	P4HA2	5	132353568	132373569	up
NA	PANK3	5	168641769	168661770	random
NA	PAPSS2	10	87638116	87658117	down
NA	PCLAF	15	64434627	64454628	down
NA	PCNA	20	5063278	5083279	down
NA	PCSK6	15	101429656	101449657	up
NA	PDE6A	5	149847679	149867680	up
NA	PDE8A	15	85037388	85057389	down
NA	PDIA6	2	10836404	10856405	random
NA	PDK2	17	50174724	50194725	random
NA	PDLIM1	10	95263663	95283664	up
NA	PEX11B	1	145882230	145902231	up
NA	PHF20L1	8	132702314	132722315	up
NA	PHKA1	X	72610720	72630721	up
NA	PHLDB2	3	111793354	111813355	up
NA	PIK3C2B	1	204407277	204427278	up
NA	PITPNC1	17	67412117	67432118	up
NA	PITPNM2	12	123155075	123175076	up
NA	PITPNM3	17	6581676	6601677	up
NA	PKP2	12	32907367	32927368	up
NA	PLCG2	16	81702158	81722159	random
NA	PLD5	1	242520899	242540900	up
NA	PLEKHA6	1	204309670	204329671	random
NA	PLPP1	5	55591379	55611380	up
NA	PNPO	17	47945708	47965709	up
NA	PNRC1	6	89025702	89045703	up
NA	POLI	18	54244565	54264566	random
NA	POLR2B	4	57055133	57075134	random
NA	PON2	7	95375813	95395814	up
NA	PPA1	10	70218126	70238127	up
NA	PPIF	10	79319733	79339734	random
NA	PPP1R3C	10	91633099	91653100	up
NA	PPP2R2C	4	6623378	6643379	down
NA	PPP6R1	19	55179549	55199550	random
NA	PPTC7	12	110533717	110553718	random
NA	PRCP	11	82943634	82963635	random
NA	PRDX6	1	173517319	173537320	up
NA	PRKAG2	7	151787947	151807948	up
NA	PROCR	20	35198228	35218229	up
NA	PRPS1	X	107667199	107687200	down
NA	PRSS23	11	86726151	86746152	down
NA	PSMD10	X	108026469	108046470	random
NA	PTK2	8	141008954	141028955	up
NA	PTK2B	8	27390169	27410170	up
NA	PTK6	20	63565921	63585922	up
NA	PTPN12	7	77469890	77489891	up
NA	PTPRM	18	7566870	7586871	up
NA	PXN	12	120227544	120247545	up
NA	PYURF	4	88602392	88622393	random
NA	RAB27B	18	54767330	54787331	random
NA	RALGAPB	20	38546762	38566763	up
NA	RARG	12	53164975	53184976	random
NA	RASEF	9	83123016	83143017	down
NA	RASGRP3	2	33401910	33421911	down
NA	RCL1	9	4829655	4849656	up
NA	RCN1	11	32103391	32123392	random
NA	RFWD3	16	74731076	74751077	down
NA	RHPN2	19	33022618	33042619	down
NA	RMI2	16	11214379	11234380	down
NA	RNF121	11	71935458	71955459	down
NA	RNF145	5	159176501	159196502	up
NA	RNGTT	6	89025702	89045703	random
NA	ROCK1	18	21043395	21063396	up
NA	RPL12	9	127535937	127555938	random
NA	RPL13	16	89571318	89591319	random
NA	RPL26L1	5	172859278	172879279	random
NA	RPL28	19	55469727	55489728	random
NA	RPL38	17	74183137	74203138	random
NA	RPRD1B	20	37980774	38000775	random
NA	RPS16	19	39399713	39419714	random
NA	RPS21	20	62349550	62369551	random
NA	RPS25	11	118909980	118929981	random
NA	RPS6KB2	11	67364385	67384386	random
NA	RSPO3	6	127092489	127112490	down
NA	RTKN2	10	62233381	62253382	down
NA	S100A6	1	153556703	153576704	random
NA	S100P	4	6623378	6643379	up
NA	SCARA5	8	27948081	27968082	up
NA	SCMH1	1	41142838	41162839	up
NA	SCNN1A	12	6363153	6383154	up
NA	SCNN1B	16	23248498	23268499	up
NA	SDK1	7	3229409	3249410	up
NA	SDS	12	113403779	113423780	up
NA	SEC23IP	10	119839634	119859635	random
NA	SEMA3A	7	84519561	84539562	down
NA	SEMA4D	9	89546755	89566756	down
NA	SEPT2	2	241341385	241361386	random
NA	SERPINA3	14	94589341	94609342	up
NA	SF3A1	22	30413073	30433074	random
NA	SFRP5	10	97708901	97728902	up
NA	SGPP2	2	222442624	222462625	up
NA	SH3TC1	4	8091381	8111382	up
NA	SHC1	1	155007437	155027438	up
NA	SHH	7	155851048	155871049	random
NA	SHROOM3	4	76367708	76387709	up
NA	SIMC1	5	176320475	176340476	random
NA	SLC16A5	17	74984584	75004585	random
NA	SLC1A4	2	64943114	64963115	down
NA	SLC25A5	X	119492986	119512987	random
NA	SLC2A14	12	7886895	7906896	up
NA	SLC30A9	4	42038493	42058494	random
NA	SLC35B4	7	134355735	134375736	random
NA	SLC35F2	11	107830316	107850317	random
NA	SLC35F6	2	26762544	26782545	random
NA	SLC3A1	2	44281544	44301545	down
NA	SLC45A1	1	8249316	8269317	up
NA	SLC45A4	8	141247757	141267758	up
NA	SLC4A7	3	27566430	27586431	down
NA	SLC6A6	3	14442341	14462342	down
NA	SLC7A11	4	138225743	138245744	down
NA	SLC7A7	14	22797714	22817715	up
NA	SLC7A8	14	23135984	23155985	up
NA	SLC8B1	12	113403779	113423780	up
NA	SMIM15	5	61164637	61184638	random
NA	SMU1	9	33153073	33173074	random
NA	SMURF2	17	64722882	64742883	random
NA	SNAP25	20	10241039	10261040	down
NA	SNHG20	17	76992353	77012354	random
NA	SNW1	14	77672283	77692284	random
NA	SOCS3	17	78305694	78325695	up
NA	SPDL1	5	169658515	169678516	down
NA	SPOP	17	49636813	49656814	up
NA	SPR	2	72805883	72825884	random
NA	SPX	12	21553086	21573087	up
NA	SRGN	10	69051606	69071607	up
NA	SRP9	1	225726521	225746522	random
NA	SRRM2	16	2759892	2779893	random
NA	SRSF1	17	57965174	57985175	random
NA	SRSF10	1	23974689	23994690	up
NA	SSBP2	5	81745463	81765464	up
NA	STAT1	2	191040121	191060122	up
NA	STAT4	2	191169026	191189027	up
NA	STC1	8	23788316	23808317	random
NA	STOM	9	121362668	121382669	up
NA	STRA6	15	74205337	74225338	up
NA	STXBP5	6	147147097	147167098	up
NA	SUPT16HP1	12	16426306	16446307	random
NA	SUZ12P1	17	30685359	30705360	random
NA	SYNJ2	6	158030527	158050528	down
NA	TAF2	8	119909909	119929910	random
NA	TAPBPL	12	6366320	6386321	random
NA	TBC1D2B	15	78002806	78022807	up
NA	TBC1D4	13	75457175	75477176	down
NA	TBL2	7	73602907	73622908	random
NA	TCF19	6	31176522	31196523	down
NA	TCTN1	12	110533717	110553718	random
NA	TEF	22	41400542	41420543	up
NA	TEX41	2	144649968	144669969	down
NA	TFAM	10	58458762	58478763	down
NA	TFPT	19	54010332	54030333	random
NA	TGFBR3	1	91835199	91855200	random
NA	TGM2	20	38100278	38120279	up
NA	THAP7	22	21027891	21047892	random
NA	THNSL1	10	25052596	25072597	random
NA	THOC2	X	123655339	123675340	up
NA	TICRR	15	89488443	89508444	down
NA	TIMP2	17	79010491	79030492	random
NA	TIPARP-AS1	3	156605932	156625933	random
NA	TLE1	9	81647077	81667078	random
NA	TM4SF18	3	149363910	149383911	down
NA	TMEM150A	2	85671474	85691475	up
NA	TMEM164	X	110072352	110092353	up
NA	TMEM245	9	109104458	109124459	up
NA	TNFAIP8	5	119261064	119281065	down
NA	TNFSF14	19	6735057	6755058	up
NA	TNS2	12	52961911	52981912	up
NA	TNS4	17	40500420	40520421	up
NA	TOP2A	17	40500420	40520421	down
NA	TRAF3	14	102687231	102707232	down
NA	TRAM2	6	52557008	52577009	up
NA	TRIM29	11	120115110	120135111	up
NA	TRMT2B	X	100971018	100991019	random
NA	TRMT61B	2	28942130	28962131	up
NA	TRNP1	1	26952011	26972012	up
NA	TTC7A	2	46845509	46865510	up
NA	TTPAL	20	44457428	44477429	up
NA	TUBD1	17	59827702	59847703	down
NA	TXNDC11	16	11824234	11844235	up
NA	UBAP1	9	34153694	34173695	up
NA	UBASH3B	11	122591885	122611886	down
NA	UBE2D1	10	58246116	58266117	random
NA	UBE2E2	3	23278403	23298404	up
NA	UBE2H	7	129867544	129887545	random
NA	UCK2	1	165847265	165867266	random
NA	UGT1A9	2	233746905	233766906	random
NA	UHRF1	19	4860252	4880253	down
NA	ULK2	17	19927697	19947698	up
NA	UQCC1	20	35317372	35337373	up
NA	UQCRHL	1	15790554	15810555	random
NA	USH1C	11	17458255	17478256	random
NA	VCL	10	74046579	74066580	up
NA	VSIR	10	71756914	71776915	up
NA	VSTM2L	20	37980774	38000775	up
NA	WEE1	11	9559110	9579111	down
NA	WIPI1	17	68368274	68388275	up
NA	XDH	2	31374969	31394970	down
NA	XKR9	8	70600602	70620603	random
NA	YRDC	1	37852573	37872574	random
NA	ZBED1	X	2542814	2562815	random
NA	ZBTB16	11	114144689	114164690	up
NA	ZBTB43	9	126781679	126801680	random
NA	ZC3H7A	16	11824234	11844235	random
NA	ZFAND5	9	72386845	72406846	random
NA	ZFP36	19	39399713	39419714	random
NA	ZFYVE27	10	97708901	97728902	random
NA	ZHX3	20	41238852	41258853	up
NA	ZNF22	10	44954312	44974313	random
NA	ZNF367	9	96396040	96416041	down
NA	ZNF687	1	151225600	151245601	random
NA	ZNF79	9	127496747	127516748	random
NA	ZNFX1	20	49335110	49355111	up
