ensemblid	gene.name	chromosome	start	end	gene.regulation
ENSG00000090674	MCOLN1	19	7422624	7622625	random
ENSG00000100577	GSTZ1	14	77220996	77420997	random
ENSG00000173227	SYT12	11	66906778	67106779	random
ENSG00000136425	CIB2	15	78031544	78231545	random
ENSG00000049246	PER3	1	7684320	7884321	random
ENSG00000112699	GMDS	6	2145605	2345606	random
ENSG00000223361	FTH1P10	5	17254624	17454625	random
ENSG00000148335	NTMT1	9	129508884	129708885	random
ENSG00000167397	VKORC1	16	30995980	31195981	random
ENSG00000127561	SYNGR3	16	1889660	2089661	random
ENSG00000126458	RRAS	19	49540143	49740144	random
ENSG00000166261	ZNF202	11	123641675	123841676	random
ENSG00000121775	TMEM39B	1	31972031	32172032	random
ENSG00000160094	ZNF362	1	33156492	33356493	random
ENSG00000234420	ZNF37BP	10	42452822	42652823	random
ENSG00000140939	AC074143.1	16	67070154	67270155	random
ENSG00000124788	ATXN1	6	16661491	16861492	random
ENSG00000152359	POC5	5	75617481	75817482	random
ENSG00000053371	AKR7A2	1	19212146	19412147	random
ENSG00000182621	PLCB1	20	7977251	8177252	random
ENSG00000177548	RABEP2	16	28836526	29036527	random
ENSG00000211445	GPX3	5	150920438	151120439	random
ENSG00000180423	HARBI1	11	46517909	46717910	random
ENSG00000115137	DNAJC27	2	24872094	25072095	random
ENSG00000059377	TBXAS1	7	139677051	139877052	random
ENSG00000101216	GMEB2	20	63527101	63727102	random
ENSG00000214357	NEURL1B	5	172541266	172741267	random
ENSG00000239407	Z68871.1	X	102784414	102984415	random
ENSG00000113971	NPHP3	3	132622414	132822415	random
ENSG00000085644	ZNF213	16	3029777	3229778	random
ENSG00000013392	RWDD2A	6	83093357	83293358	random
ENSG00000100359	SGSM3	22	40270591	40470592	random
ENSG00000247627	MTND4P12	5	134828036	135028037	random
ENSG00000105708	ZNF14	19	19633112	19833113	random
ENSG00000278535	DHRS11	17	36491879	36691880	random
ENSG00000129354	AP1M2	19	10487315	10687316	random
ENSG00000184384	MAML2	11	96243195	96443196	random
ENSG00000169131	ZNF354A	5	178630659	178830660	random
ENSG00000173465	ZNRD2	11	65470430	65670431	random
ENSG00000235194	PPP1R3E	14	23202848	23402849	random
ENSG00000070182	SPTB	14	64779907	64979908	random
ENSG00000070476	ZXDC	3	126375891	126575892	random
ENSG00000070423	AC004156.1	19	563233	763234	random
ENSG00000132196	HSD17B7	1	162690702	162890703	random
ENSG00000157326	DHRS4	14	23853734	24053735	random
ENSG00000182134	TDRKH	1	151691416	151891417	random
ENSG00000261221	ZNF865	19	55505405	55705406	random
ENSG00000160336	ZNF761	19	53345001	53545002	random
ENSG00000248092	NNT-AS1	5	43503230	43703231	random
ENSG00000139719	VPS33A	12	122166521	122366522	random
ENSG00000100330	MTMR3	22	29783155	29983156	random
ENSG00000151876	FBXO4	5	41825254	42025255	random
ENSG00000125945	ZNF436	1	23269836	23469837	random
ENSG00000140682	TGFB1I1	16	31371585	31571586	random
ENSG00000110237	ARHGEF17	11	73208289	73408290	random
ENSG00000241468	ATP5MF	7	99366331	99566332	random
ENSG00000110881	ASIC1	12	49957548	50157549	random
ENSG00000095209	TMEM38B	9	105594541	105794542	random
ENSG00000140265	ZSCAN29	15	43271025	43471026	random
ENSG00000163832	ELP6	3	47413712	47613713	random
ENSG00000184465	WDR27	6	169602067	169802068	random
ENSG00000112406	HECA	6	139035080	139235081	random
ENSG00000132825	PPP1R3D	20	59840305	60040306	random
ENSG00000099804	CDC34	19	431760	631761	random
ENSG00000145241	CENPC	4	67445503	67645504	random
ENSG00000178700	DHFR2	3	93963389	94163390	random
ENSG00000083535	PIBF1	13	72682133	72882134	random
ENSG00000125841	NRSN2	20	246782	446783	random
ENSG00000198551	ZNF627	19	11459374	11659375	random
ENSG00000212232	SNORD17	20	17862946	18062947	random
ENSG00000141040	ZNF287	17	16469204	16669205	random
ENSG00000188010	MORN2	2	38775962	38975963	random
ENSG00000153443	UBALD1	16	4515027	4715028	random
ENSG00000231721	LINC-PINT	7	131010176	131210177	random
ENSG00000142546	NOSIP	19	49490262	49690263	random
ENSG00000196937	FAM3C	7	121296364	121496365	random
ENSG00000058799	YIPF1	1	53789798	53989799	random
ENSG00000162757	C1orf74	1	209684559	209884560	random
ENSG00000185716	MOSMO	16	21907638	22107639	random
ENSG00000128881	TTBK2	15	42820809	43020810	random
ENSG00000148296	SURF6	9	133236188	133436189	random
ENSG00000169093	ASMTL	X	1353762	1553763	random
ENSG00000165684	SNAPC4	9	136300168	136500169	random
ENSG00000198951	NAGA	22	41970842	42170843	random
ENSG00000109654	TRIM2	4	153052342	153252343	random
ENSG00000013583	HEBP1	12	12900265	13100266	random
ENSG00000137338	PGBD1	6	28181572	28381573	random
ENSG00000160741	CRTC2	1	153858615	154058616	random
ENSG00000085872	CHERP	19	16442437	16642438	random
ENSG00000103174	NAGPA	16	4934141	5134142	random
ENSG00000248593	DSTNP2	12	6784682	6984683	random
ENSG00000111364	DDX55	12	123502077	123702078	random
ENSG00000166526	ZNF3	7	99982548	100182549	random
ENSG00000166669	ATF7IP2	16	10226434	10426435	random
ENSG00000104691	UBXN8	8	30632247	30832248	random
ENSG00000144451	SPAG16	2	213184379	213384380	random
ENSG00000171723	GPHN	14	66407407	66607408	random
ENSG00000038002	AGA	4	177342437	177542438	random
ENSG00000214087	ARL16	17	81583924	81783925	random
ENSG00000258890	CEP95	17	64406865	64606866	random
ENSG00000157350	ST3GAL2	16	70339237	70539238	random
ENSG00000206195	DUXAP8	22	15684959	15884960	random
ENSG00000126249	PDCD2L	19	34304399	34504400	random
ENSG00000228782	MRPL45P2	17	47392492	47592493	random
ENSG00000268621	IGFL2-AS1	19	46103160	46303161	random
ENSG00000170571	EMB	5	50343248	50543249	random
ENSG00000161618	ALDH16A1	19	49353225	49553226	random
ENSG00000169814	BTD	3	15501341	15701342	random
ENSG00000107833	NPM3	10	101683413	101883414	random
ENSG00000157823	AP3S2	15	89794638	89994639	random
ENSG00000203644	AC083799.1	3	129747957	129947958	random
ENSG00000186951	PPARA	22	46050521	46250522	random
ENSG00000157881	PANK4	1	2426628	2626629	random
ENSG00000133275	CSNK1G2	19	1841172	2041173	random
ENSG00000170089	AC106795.1	5	177709407	177909408	random
ENSG00000139974	SLC38A6	14	60881114	61081115	random
ENSG00000184076	UQCR10	22	29667369	29867370	random
ENSG00000107223	EDF1	9	136766308	136966309	random
ENSG00000105137	SYDE1	19	15007401	15207402	random
ENSG00000168575	SLC20A2	8	42441926	42641927	random
ENSG00000117308	GALE	1	23700781	23900782	random
ENSG00000146350	TBC1D32	6	121234745	121434746	random
ENSG00000151665	PIGF	2	46517119	46717120	random
ENSG00000179115	FARSA	19	12834037	13034038	random
ENSG00000176396	EID2	19	39440333	39640334	random
ENSG00000272888	LINC01578	15	92719540	92919541	random
ENSG00000103363	ELOB	16	2677297	2877298	random
ENSG00000105723	GSK3A	19	42142625	42342626	random
ENSG00000168495	POLR3D	8	22145133	22345134	random
ENSG00000100372	SLC25A17	22	40719399	40919400	random
ENSG00000169826	CSGALNACT2	10	43038445	43238446	random
ENSG00000064601	CTSA	20	45790144	45990145	random
ENSG00000174136	RGMB	5	98668650	98868651	random
ENSG00000145241	CENPC	4	67445503	67645504	random
ENSG00000135297	MTO1	6	73361578	73561579	random
ENSG00000196659	TTC30B	2	177453014	177653015	random
ENSG00000114353	GNAI2	3	50126292	50326293	random
ENSG00000157916	RER1	1	2291775	2491776	random
ENSG00000110871	COQ5	12	120434434	120634435	random
ENSG00000189369	GSPT2	X	51643431	51843432	random
ENSG00000124802	EEF1E1	6	8002559	8202560	random
ENSG00000183751	TBL3	16	1872037	2072038	random
ENSG00000165996	HACD1	10	17517374	17717375	random
ENSG00000133422	MORC2	22	30868774	31068775	random
ENSG00000141446	ESCO1	18	21500884	21700885	random
ENSG00000148925	BTBD10	11	13363297	13563298	random
ENSG00000182095	TNRC18	7	5325414	5525415	random
ENSG00000198695	MT-ND6	MT	0	114674	random
ENSG00000167220	HDHD2	18	47050500	47250501	random
ENSG00000172057	ORMDL3	17	39827601	40027602	random
ENSG00000153904	DDAH1	1	85478363	85678364	random
ENSG00000173575	CHD2	15	92800189	93000190	random
ENSG00000132376	INPP5K	17	1416742	1616743	random
ENSG00000072062	PRKACA	19	14018084	14218085	random
ENSG00000124702	KLHDC3	6	42914103	43114104	random
ENSG00000172819	RARG	12	53132980	53332981	random
ENSG00000169217	CD2BP2	16	30255308	30455309	random
ENSG00000106638	TBL2	7	73478791	73678792	random
ENSG00000143379	SETDB1	1	150826263	151026264	random
ENSG00000147955	SIGMAR1	9	34537809	34737810	random
ENSG00000187118	CMC1	3	28141584	28341585	random
ENSG00000090020	SLC9A1	1	27066981	27266982	random
ENSG00000175792	RUVBL1	3	128053914	128253915	random
ENSG00000112659	CUL9	6	43082184	43282185	random
ENSG00000122026	RPL21	13	27151309	27351310	random
ENSG00000162222	TTC9C	11	62628069	62828070	random
ENSG00000174173	TRMT10C	3	101461868	101661869	random
ENSG00000188677	PARVB	22	43899211	44099212	random
ENSG00000141759	TXNL4A	18	79933949	80133950	random
ENSG00000160972	PPP1R16A	8	144377969	144577970	random
ENSG00000173141	MRPL57	13	21076658	21276659	random
ENSG00000140632	GLYR1	16	4747288	4947289	random
ENSG00000144567	RETREG2	2	219076225	219276226	random
ENSG00000171503	ETFDH	4	158572125	158772126	random
ENSG00000178397	FAM220A	7	6248981	6448982	random
ENSG00000129911	KLF16	19	1763579	1963580	random
ENSG00000105373	NOP53	19	47645546	47845547	random
ENSG00000157869	RAB28	4	13384365	13584366	random
ENSG00000148516	ZEB1	10	31218495	31418496	random
ENSG00000154114	TBCEL	11	120924072	121124073	random
ENSG00000102901	CENPT	16	67747811	67947812	random
ENSG00000121989	ACVR2A	2	147744517	147944518	random
ENSG00000185414	MRPL30	2	99081152	99281153	random
ENSG00000106477	CEP41	7	130342433	130542434	random
ENSG00000165819	METTL3	14	21411342	21611343	random
ENSG00000204852	TCTN1	12	110514027	110714028	random
ENSG00000159069	FBXW5	9	136844738	137044739	random
ENSG00000160214	RRP1	21	43689513	43889514	random
ENSG00000158864	NDUFS2	1	161097104	161297105	random
ENSG00000162972	MAIP1	2	199855317	200055318	random
ENSG00000138231	DBR1	3	138074949	138274950	random
ENSG00000100982	PCIF1	20	45834683	46034684	random
ENSG00000135164	DMTF1	7	87052361	87252362	random
ENSG00000100764	PSMC1	14	90156527	90356528	random
ENSG00000125375	DMAC2L	14	50212326	50412327	random
ENSG00000166484	MAPK7	17	19277721	19477722	random
ENSG00000137760	ALKBH8	11	107465746	107665747	random
ENSG00000111961	SASH1	6	148172304	148372305	random
ENSG00000125841	NRSN2	20	246782	446783	random
ENSG00000140931	CMTM3	16	66503874	66703875	random
ENSG00000163001	CFAP36	2	55419604	55619605	random
ENSG00000188735	TMEM120B	12	121612752	121812753	random
ENSG00000142453	CARM1	19	10771513	10971514	random
ENSG00000143514	TP53BP2	1	223745954	223945955	random
ENSG00000174446	SNAPC5	15	66397780	66597781	random
ENSG00000163882	POLR2H	3	184261718	184461719	random
ENSG00000173517	PEAK1	15	77320144	77520145	random
ENSG00000148143	ZNF462	9	106763166	106963167	random
ENSG00000130313	AC010618.1	19	17411636	17611637	random
ENSG00000048707	VPS13D	1	12130030	12330031	random
ENSG00000182923	CEP63	3	134385721	134585722	random
ENSG00000248593	DSTNP2	12	6784682	6984683	random
ENSG00000182263	FIGN	2	163636012	163836013	random
ENSG00000159228	CBR1	21	35969941	36169942	random
ENSG00000198818	SFT2D1	6	166242576	166442577	random
ENSG00000071994	PDCD2	6	170484692	170684693	random
ENSG00000176946	THAP4	2	241537158	241737159	random
ENSG00000108784	NAGLU	17	42436241	42636242	random
ENSG00000137513	NARS2	11	78474874	78674875	random
ENSG00000162976	PQLC3	2	11055198	11255199	random
ENSG00000184349	EFNA5	5	107570937	107770938	random
ENSG00000119684	MLH3	14	74951532	75151533	random
ENSG00000181038	METTL23	17	76626830	76826831	random
ENSG00000143207	COP1	1	176107286	176307287	random
ENSG00000129245	FXR2	17	7514871	7714872	random
ENSG00000169554	ZEB2	2	144421057	144621058	random
ENSG00000185753	CXorf38	X	40547561	40747562	random
ENSG00000103356	EARS2	16	23457731	23657732	random
ENSG00000170310	STX8	17	9476591	9676592	random
ENSG00000144048	DUSP11	2	73680157	73880158	random
ENSG00000106524	ANKMY2	7	16545817	16745818	random
ENSG00000144840	RABL3	3	120642993	120842994	random
ENSG00000085185	BCORL1	X	129881107	130081108	random
ENSG00000148341	SH3GLB2	9	128928303	129128304	random
ENSG00000136854	STXBP1	9	127479370	127679371	random
ENSG00000166888	STAT6	12	57032139	57232140	random
ENSG00000104529	EEF1D	8	143499541	143699542	random
ENSG00000167962	ZNF598	16	1909821	2109822	random
ENSG00000111875	ASF1A	6	118794152	118994153	random
ENSG00000160310	PRMT2	21	46535595	46735596	random
ENSG00000171992	SYNPO	5	150501080	150701081	random
ENSG00000112983	BRD8	5	138078986	138278987	random
ENSG00000152684	PELO	5	52687916	52887917	random
ENSG00000130177	CDC16	13	114134887	114334888	random
ENSG00000108262	GIT1	17	29494054	29694055	random
ENSG00000006744	ELAC2	17	12918065	13118066	random
ENSG00000149231	CCDC82	11	96289956	96489957	random
ENSG00000198695	MT-ND6	MT	0	114674	random
ENSG00000119408	NEK6	9	124157606	124357607	random
ENSG00000119705	SLIRP	14	77608071	77808072	random
ENSG00000162244	RPL29	3	51895942	52095943	random
ENSG00000105058	FAM32A	19	16085380	16285381	random
ENSG00000122783	CYREN	7	135070795	135270796	random
ENSG00000198218	QRICH1	3	48994363	49194364	random
ENSG00000072042	RDH11	14	67595793	67795794	random
ENSG00000177106	EPS8L2	11	594438	794439	random
ENSG00000113387	SUB1	5	32431633	32631634	random
ENSG00000151292	CSNK1G3	5	123412099	123612100	random
ENSG00000106638	TBL2	7	73478791	73678792	random
ENSG00000176396	EID2	19	39440333	39640334	random
ENSG00000105221	AKT2	19	40185536	40385537	random
ENSG00000087087	SRRT	7	100775103	100975104	random
ENSG00000109466	KLHL2	4	165107561	165307562	random
ENSG00000089916	GPATCH2L	14	76051916	76251917	random
ENSG00000115947	ORC4	2	147921604	148121605	random
ENSG00000169057	MECP2	X	154037103	154237104	random
ENSG00000081087	OSTM1	6	108065854	108265855	random
ENSG00000155827	RNF20	9	101433853	101633854	random
ENSG00000011258	MBTD1	17	51160163	51360164	random
ENSG00000101109	STK4	20	44866479	45066480	random
ENSG00000106028	SSBP1	7	141638334	141838335	random
ENSG00000129559	NEDD8	14	24132367	24332368	random
ENSG00000198589	LRBA	4	150915727	151115728	random
ENSG00000081019	RSBN1	1	113712476	113912477	random
ENSG00000197386	HTT	4	2941422	3141423	random
ENSG00000173517	PEAK1	15	77320144	77520145	random
ENSG00000008256	CYTH3	7	6172644	6372645	random
ENSG00000173542	MOB1B	4	70802326	71002327	random
ENSG00000048028	USP28	11	113775570	113975571	random
ENSG00000151892	GFRA1	10	116173467	116373468	random
ENSG00000100225	FBXO7	22	32374676	32574677	random
ENSG00000164830	OXR1	8	106259476	106459477	random
ENSG00000116954	RRAGC	1	38759772	38959773	random
ENSG00000163125	RPRD2	1	150263091	150463092	random
ENSG00000161057	PSMC2	7	103244254	103444255	random
ENSG00000107890	ANKRD26	10	27000498	27200499	random
ENSG00000105723	GSK3A	19	42142625	42342626	random
ENSG00000103202	NME4	16	296725	496726	random
ENSG00000103642	LACTB	15	63021833	63221834	random
ENSG00000160752	FDPS	1	155208748	155408749	random
ENSG00000163444	TMEM183A	1	202907374	203107375	random
ENSG00000196227	FAM217B	20	59833764	60033765	random
ENSG00000171497	PPID	4	158623396	158823397	random
ENSG00000108528	SLC25A11	17	4840053	5040054	random
ENSG00000091164	TXNL1	18	56551600	56751601	random
ENSG00000144283	PKP4	2	158356964	158556965	random
ENSG00000075239	ACAT1	11	108021516	108221517	random
ENSG00000108639	SYNGR2	17	78068558	78268559	random
ENSG00000121957	GPSM2	1	108775350	108975351	random
ENSG00000124275	MTRR	5	7751186	7951187	random
ENSG00000146872	TLK2	17	62358658	62558659	random
ENSG00000149823	VPS51	11	64989324	65189325	random
ENSG00000110717	NDUFS8	11	67930617	68130618	random
ENSG00000080608	PUM3	9	2744095	2944096	random
ENSG00000134900	TPP2	13	102496986	102696987	random
ENSG00000214160	ALG3	3	184149548	184349549	random
ENSG00000127184	COX7C	5	86517928	86717929	random
ENSG00000198911	SREBF2	22	41733079	41933080	random
ENSG00000112837	TBX18	6	84664598	84864599	random
ENSG00000137073	UBAP2	9	33948949	34148950	random
ENSG00000138231	DBR1	3	138074949	138274950	random
ENSG00000163558	PRKCI	3	170122424	170322425	random
ENSG00000101882	NKAP	X	119843751	120043752	random
ENSG00000130021	PUDP	X	7048190	7248191	random
ENSG00000196781	TLE1	9	81589547	81789548	random
ENSG00000120533	ENY2	8	109234324	109434325	random
ENSG00000164040	PGRMC2	4	128188829	128388830	random
ENSG00000179454	KLHL28	14	44942322	45142323	random
ENSG00000135823	STX6	1	180923121	181123122	random
ENSG00000172500	FIBP	11	65788539	65988540	random
ENSG00000134330	IAH1	2	9373658	9573659	random
ENSG00000134852	CLOCK	4	55446909	55646910	random
ENSG00000198918	RPL39	X	119691630	119891631	random
ENSG00000133818	RRAS2	11	14264506	14464507	random
ENSG00000151893	CACUL1	10	118655249	118855250	random
ENSG00000131437	KIF3A	5	132637638	132837639	random
ENSG00000159167	STC1	8	23754806	23954807	random
ENSG00000172572	PDE3A	12	20269245	20469246	random
ENSG00000164713	BRI3	7	98152379	98352380	random
ENSG00000156502	SUPV3L1	10	69080234	69280235	random
ENSG00000139926	FRMD6	14	51389100	51589101	random
ENSG00000006282	SPATA20	17	50443058	50643059	random
ENSG00000146587	RBAK	7	4945821	5145822	random
ENSG00000159692	CTBP1	4	1149953	1349954	random
ENSG00000122482	ZNF644	1	90922272	91122273	random
ENSG00000158864	NDUFS2	1	161097104	161297105	random
ENSG00000144567	RETREG2	2	219076225	219276226	random
ENSG00000263465	SRSF8	11	94967197	95167198	random
ENSG00000136709	WDR33	2	127711187	127911188	random
ENSG00000187231	SESTD1	2	179164832	179364833	random
ENSG00000151422	FER	5	108647841	108847842	random
ENSG00000099622	CIRBP	19	1159384	1359385	random
ENSG00000141101	NOB1	16	69654926	69854927	random
ENSG00000100591	AHSA1	14	77357870	77557871	random
ENSG00000146425	DYNLT1	6	158544743	158744744	random
ENSG00000149782	PLCB3	11	64151523	64351524	random
ENSG00000138867	GUCD1	22	24455935	24655936	random
ENSG00000143514	TP53BP2	1	223745954	223945955	random
ENSG00000117151	CTBS	1	84474480	84674481	random
ENSG00000257218	GATC	12	120346444	120546445	random
ENSG00000063601	MTMR1	X	150592971	150792972	random
ENSG00000111707	SUDS3	12	118276555	118476556	random
ENSG00000120265	PCMT1	6	149649443	149849444	random
ENSG00000140395	WDR61	15	78199703	78399704	random
ENSG00000090266	NDUFB2	7	140590777	140790778	random
ENSG00000272325	NUDT3	6	34292669	34492670	random
ENSG00000105063	PPP6R1	19	55159017	55359018	random
ENSG00000114503	NCBP2	3	196842594	197042595	random
ENSG00000108179	PPIF	10	79247469	79447470	random
ENSG00000117054	ACADM	1	75624347	75824348	random
ENSG00000155438	NIFK	2	121636911	121836912	random
ENSG00000184840	TMED9	5	177492158	177692159	random
ENSG00000157637	SLC38A10	17	81195547	81395548	random
ENSG00000101236	RNF24	20	3915558	4115559	random
ENSG00000213463	SYNJ2BP	14	70317090	70517091	random
ENSG00000136052	SLC41A2	12	104858744	105058745	random
ENSG00000163539	CLASP2	3	33618356	33818357	random
ENSG00000101040	ZMYND8	20	47256889	47456890	random
ENSG00000110107	PRPF19	11	60806585	61006586	random
ENSG00000205189	ZBTB10	8	80385619	80585620	random
ENSG00000138430	OLA1	2	174148599	174348600	random
ENSG00000165118	C9orf64	9	83856986	84056987	random
ENSG00000126070	AGO3	1	35830718	36030719	random
ENSG00000124786	SLC35B3	6	8335611	8535612	random
