ensemblid	gene.name	chromosome	start	end	gene.regulation
ENSG00000273899	NOL12	22	37671673	37691674	random
ENSG00000235472	EIF4A1P7	13	28588833	28608834	random
ENSG00000269837	IPO5P1	19	23247939	23267940	random
ENSG00000236432	AC097662.1	2	227315711	227335712	random
ENSG00000228742	LINC02577	7	106764955	106784956	random
ENSG00000131773	KHDRBS3	8	135447456	135467457	random
ENSG00000223803	RPS20P14	3	186890198	186910199	random
ENSG00000095637	SORBS1	10	95551414	95571415	random
ENSG00000227403	LINC01806	2	161234730	161254731	random
ENSG00000164898	FMC1	7	139329457	139349458	random
ENSG00000155980	KIF5A	12	57540044	57560045	random
ENSG00000165046	LETM2	8	38376207	38396208	random
ENSG00000232434	AJM1	9	136834415	136854416	random
ENSG00000186352	ANKRD37	4	185386021	185406022	random
ENSG00000148824	MTG1	10	133384094	133404095	random
ENSG00000159556	ISL2	15	76326773	76346774	random
ENSG00000181135	ZNF707	8	143674452	143694453	random
ENSG00000271361	HTATSF1P2	6	3013772	3033773	random
ENSG00000279528	AC115618.3	X	48570741	48590742	random
ENSG00000131187	F12	5	177399576	177419577	random
ENSG00000278948	AL031587.5	22	37933050	37953051	random
ENSG00000278266	AC079949.2	12	127137149	127157150	random
ENSG00000180834	MAP6D1	3	183815594	183835595	random
ENSG00000159885	ZNF222	19	44015342	44035343	random
ENSG00000162390	ACOT11	1	54532257	54552258	random
ENSG00000229692	SOS1-IT1	2	38983857	39003858	random
ENSG00000237975	FLG-AS1	1	152158125	152178126	random
ENSG00000176399	DMRTA1	9	22436824	22456825	random
ENSG00000280088	AC126474.2	12	100024074	100044075	random
ENSG00000158691	ZSCAN12	6	28389734	28409735	random
ENSG00000119559	C19orf25	19	1469556	1489557	random
ENSG00000213462	ERV3-1	7	64996743	65016744	random
ENSG00000135324	MRAP2	6	84023772	84043773	random
ENSG00000258429	PDF	16	69320588	69340589	random
ENSG00000163795	ZNF513	2	27370790	27390791	random
ENSG00000160360	GPSM1	9	136317476	136337477	random
ENSG00000111850	SMIM8	6	87312583	87332584	random
ENSG00000142173	COL6A2	21	46088097	46108098	random
ENSG00000135100	HNF1A	12	120968543	120988544	random
ENSG00000280383	Z95331.1	22	45647019	45667020	random
ENSG00000272779	AC245060.4	22	22293224	22313225	random
ENSG00000105497	ZNF175	19	51561283	51581284	random
ENSG00000167244	IGF2	11	2131238	2151239	random
ENSG00000100577	GSTZ1	14	77310996	77330997	random
ENSG00000204257	HLA-DMA	6	32959094	32979095	random
ENSG00000063438	AHRR	5	311759	331760	random
ENSG00000256940	AP001453.2	11	64235961	64255962	random
ENSG00000181458	TMEM45A	3	100482619	100502620	random
ENSG00000269028	MTRNR2L12	3	96608236	96628237	random
ENSG00000123685	BATF3	1	212689840	212709841	random
ENSG00000179859	RNF227	17	7906276	7926277	random
ENSG00000167987	VPS37C	11	61151615	61171616	random
ENSG00000185436	IFNLR1	1	24177959	24197960	random
ENSG00000197114	ZGPAT	20	63697465	63717466	random
ENSG00000244187	TMEM141	9	136781344	136801345	random
ENSG00000171943	SRGAP2C	1	121174810	121194811	random
ENSG00000161395	PGAP3	17	39686797	39706798	random
ENSG00000210194	MT-TE	MT	4742	24743	random
ENSG00000156966	B3GNT7	2	231385710	231405711	random
ENSG00000179361	ARID3B	15	74531177	74551178	random
ENSG00000145882	PCYOX1L	5	149348037	149368038	random
ENSG00000164117	FBXO8	4	174274264	174294265	random
ENSG00000187189	TSPYL4	6	116244140	116264141	random
ENSG00000103227	LMF1	16	971318	991319	random
ENSG00000241058	NSUN6	10	18649285	18669286	random
ENSG00000005882	PDK2	17	50084737	50104738	random
ENSG00000185684	EP400P1	12	132074283	132094284	random
ENSG00000151014	NOCT	4	139005781	139025782	random
ENSG00000239382	ALKBH6	19	36004239	36024240	random
ENSG00000105662	CRTC1	19	18673678	18693679	random
ENSG00000243279	PRAF2	X	49064002	49084003	random
ENSG00000176715	ACSF3	16	89078375	89098376	random
ENSG00000153443	UBALD1	16	4605027	4625028	random
ENSG00000104154	SLC30A4	15	45512755	45532756	random
ENSG00000267541	MTCO2P2	18	47843457	47863458	random
ENSG00000254858	MPV17L2	19	18183182	18203183	random
ENSG00000167487	KLHL26	19	18627025	18647026	random
ENSG00000114859	CLCN2	3	184351650	184371651	random
ENSG00000090674	MCOLN1	19	7512624	7532625	random
ENSG00000100577	GSTZ1	14	77310996	77330997	random
ENSG00000173227	SYT12	11	66996778	67016779	random
ENSG00000136425	CIB2	15	78121544	78141545	random
ENSG00000049246	PER3	1	7774320	7794321	random
ENSG00000112699	GMDS	6	2235605	2255606	random
ENSG00000223361	FTH1P10	5	17344624	17364625	random
ENSG00000148335	NTMT1	9	129598884	129618885	random
ENSG00000167397	VKORC1	16	31085980	31105981	random
ENSG00000127561	SYNGR3	16	1979660	1999661	random
ENSG00000126458	RRAS	19	49630143	49650144	random
ENSG00000166261	ZNF202	11	123731675	123751676	random
ENSG00000121775	TMEM39B	1	32062031	32082032	random
ENSG00000160094	ZNF362	1	33246492	33266493	random
ENSG00000234420	ZNF37BP	10	42542822	42562823	random
ENSG00000140939	AC074143.1	16	67160154	67180155	random
ENSG00000124788	ATXN1	6	16751491	16771492	random
ENSG00000152359	POC5	5	75707481	75727482	random
ENSG00000053371	AKR7A2	1	19302146	19322147	random
ENSG00000182621	PLCB1	20	8067251	8087252	random
ENSG00000177548	RABEP2	16	28926526	28946527	random
ENSG00000211445	GPX3	5	151010438	151030439	random
ENSG00000180423	HARBI1	11	46607909	46627910	random
ENSG00000115137	DNAJC27	2	24962094	24982095	random
ENSG00000059377	TBXAS1	7	139767051	139787052	random
ENSG00000101216	GMEB2	20	63617101	63637102	random
ENSG00000214357	NEURL1B	5	172631266	172651267	random
ENSG00000239407	Z68871.1	X	102874414	102894415	random
ENSG00000113971	NPHP3	3	132712414	132732415	random
ENSG00000085644	ZNF213	16	3119777	3139778	random
ENSG00000013392	RWDD2A	6	83183357	83203358	random
ENSG00000100359	SGSM3	22	40360591	40380592	random
ENSG00000247627	MTND4P12	5	134918036	134938037	random
ENSG00000105708	ZNF14	19	19723112	19743113	random
ENSG00000278535	DHRS11	17	36581879	36601880	random
ENSG00000129354	AP1M2	19	10577315	10597316	random
ENSG00000184384	MAML2	11	96333195	96353196	random
ENSG00000169131	ZNF354A	5	178720659	178740660	random
ENSG00000173465	ZNRD2	11	65560430	65580431	random
ENSG00000235194	PPP1R3E	14	23292848	23312849	random
ENSG00000070182	SPTB	14	64869907	64889908	random
ENSG00000070476	ZXDC	3	126465891	126485892	random
ENSG00000070423	AC004156.1	19	653233	673234	random
ENSG00000132196	HSD17B7	1	162780702	162800703	random
ENSG00000157326	DHRS4	14	23943734	23963735	random
ENSG00000182134	TDRKH	1	151781416	151801417	random
ENSG00000261221	ZNF865	19	55595405	55615406	random
ENSG00000160336	ZNF761	19	53435001	53455002	random
ENSG00000248092	NNT-AS1	5	43593230	43613231	random
ENSG00000139719	VPS33A	12	122256521	122276522	random
ENSG00000100330	MTMR3	22	29873155	29893156	random
ENSG00000151876	FBXO4	5	41915254	41935255	random
ENSG00000125945	ZNF436	1	23359836	23379837	random
ENSG00000140682	TGFB1I1	16	31461585	31481586	random
ENSG00000110237	ARHGEF17	11	73298289	73318290	random
ENSG00000241468	ATP5MF	7	99456331	99476332	random
ENSG00000110881	ASIC1	12	50047548	50067549	random
ENSG00000095209	TMEM38B	9	105684541	105704542	random
ENSG00000140265	ZSCAN29	15	43361025	43381026	random
ENSG00000163832	ELP6	3	47503712	47523713	random
ENSG00000184465	WDR27	6	169692067	169712068	random
ENSG00000112406	HECA	6	139125080	139145081	random
ENSG00000132825	PPP1R3D	20	59930305	59950306	random
ENSG00000099804	CDC34	19	521760	541761	random
ENSG00000145241	CENPC	4	67535503	67555504	random
ENSG00000178700	DHFR2	3	94053389	94073390	random
ENSG00000083535	PIBF1	13	72772133	72792134	random
ENSG00000125841	NRSN2	20	336782	356783	random
ENSG00000198551	ZNF627	19	11549374	11569375	random
ENSG00000212232	SNORD17	20	17952946	17972947	random
ENSG00000141040	ZNF287	17	16559204	16579205	random
ENSG00000188010	MORN2	2	38865962	38885963	random
ENSG00000153443	UBALD1	16	4605027	4625028	random
ENSG00000231721	LINC-PINT	7	131100176	131120177	random
ENSG00000142546	NOSIP	19	49580262	49600263	random
ENSG00000196937	FAM3C	7	121386364	121406365	random
ENSG00000058799	YIPF1	1	53879798	53899799	random
ENSG00000162757	C1orf74	1	209774559	209794560	random
ENSG00000185716	MOSMO	16	21997638	22017639	random
ENSG00000128881	TTBK2	15	42910809	42930810	random
ENSG00000148296	SURF6	9	133326188	133346189	random
ENSG00000169093	ASMTL	X	1443762	1463763	random
ENSG00000165684	SNAPC4	9	136390168	136410169	random
ENSG00000198951	NAGA	22	42060842	42080843	random
ENSG00000109654	TRIM2	4	153142342	153162343	random
ENSG00000013583	HEBP1	12	12990265	13010266	random
ENSG00000137338	PGBD1	6	28271572	28291573	random
ENSG00000160741	CRTC2	1	153948615	153968616	random
ENSG00000085872	CHERP	19	16532437	16552438	random
ENSG00000103174	NAGPA	16	5024141	5044142	random
ENSG00000248593	DSTNP2	12	6874682	6894683	random
ENSG00000111364	DDX55	12	123592077	123612078	random
ENSG00000166526	ZNF3	7	100072548	100092549	random
ENSG00000166669	ATF7IP2	16	10316434	10336435	random
ENSG00000104691	UBXN8	8	30722247	30742248	random
ENSG00000144451	SPAG16	2	213274379	213294380	random
ENSG00000171723	GPHN	14	66497407	66517408	random
ENSG00000038002	AGA	4	177432437	177452438	random
ENSG00000214087	ARL16	17	81673924	81693925	random
ENSG00000258890	CEP95	17	64496865	64516866	random
ENSG00000157350	ST3GAL2	16	70429237	70449238	random
ENSG00000206195	DUXAP8	22	15774959	15794960	random
ENSG00000126249	PDCD2L	19	34394399	34414400	random
ENSG00000228782	MRPL45P2	17	47482492	47502493	random
ENSG00000268621	IGFL2-AS1	19	46193160	46213161	random
ENSG00000170571	EMB	5	50433248	50453249	random
ENSG00000161618	ALDH16A1	19	49443225	49463226	random
ENSG00000169814	BTD	3	15591341	15611342	random
ENSG00000107833	NPM3	10	101773413	101793414	random
ENSG00000157823	AP3S2	15	89884638	89904639	random
ENSG00000203644	AC083799.1	3	129837957	129857958	random
ENSG00000186951	PPARA	22	46140521	46160522	random
ENSG00000157881	PANK4	1	2516628	2536629	random
ENSG00000133275	CSNK1G2	19	1931172	1951173	random
ENSG00000170089	AC106795.1	5	177799407	177819408	random
ENSG00000139974	SLC38A6	14	60971114	60991115	random
ENSG00000184076	UQCR10	22	29757369	29777370	random
ENSG00000107223	EDF1	9	136856308	136876309	random
ENSG00000105137	SYDE1	19	15097401	15117402	random
ENSG00000168575	SLC20A2	8	42531926	42551927	random
ENSG00000117308	GALE	1	23790781	23810782	random
ENSG00000146350	TBC1D32	6	121324745	121344746	random
ENSG00000151665	PIGF	2	46607119	46627120	random
ENSG00000179115	FARSA	19	12924037	12944038	random
ENSG00000176396	EID2	19	39530333	39550334	random
ENSG00000272888	LINC01578	15	92809540	92829541	random
ENSG00000103363	ELOB	16	2767297	2787298	random
ENSG00000105723	GSK3A	19	42232625	42252626	random
ENSG00000168495	POLR3D	8	22235133	22255134	random
ENSG00000100372	SLC25A17	22	40809399	40829400	random
ENSG00000169826	CSGALNACT2	10	43128445	43148446	random
ENSG00000064601	CTSA	20	45880144	45900145	random
ENSG00000174136	RGMB	5	98758650	98778651	random
ENSG00000145241	CENPC	4	67535503	67555504	random
ENSG00000135297	MTO1	6	73451578	73471579	random
ENSG00000196659	TTC30B	2	177543014	177563015	random
ENSG00000114353	GNAI2	3	50216292	50236293	random
ENSG00000157916	RER1	1	2381775	2401776	random
ENSG00000110871	COQ5	12	120524434	120544435	random
ENSG00000189369	GSPT2	X	51733431	51753432	random
ENSG00000124802	EEF1E1	6	8092559	8112560	random
ENSG00000183751	TBL3	16	1962037	1982038	random
ENSG00000165996	HACD1	10	17607374	17627375	random
ENSG00000133422	MORC2	22	30958774	30978775	random
ENSG00000141446	ESCO1	18	21590884	21610885	random
ENSG00000148925	BTBD10	11	13453297	13473298	random
ENSG00000182095	TNRC18	7	5415414	5435415	random
ENSG00000198695	MT-ND6	MT	4673	24674	random
ENSG00000167220	HDHD2	18	47140500	47160501	random
ENSG00000172057	ORMDL3	17	39917601	39937602	random
ENSG00000153904	DDAH1	1	85568363	85588364	random
ENSG00000173575	CHD2	15	92890189	92910190	random
ENSG00000132376	INPP5K	17	1506742	1526743	random
ENSG00000072062	PRKACA	19	14108084	14128085	random
ENSG00000124702	KLHDC3	6	43004103	43024104	random
ENSG00000172819	RARG	12	53222980	53242981	random
ENSG00000169217	CD2BP2	16	30345308	30365309	random
ENSG00000106638	TBL2	7	73568791	73588792	random
ENSG00000143379	SETDB1	1	150916263	150936264	random
ENSG00000147955	SIGMAR1	9	34627809	34647810	random
ENSG00000187118	CMC1	3	28231584	28251585	random
ENSG00000090020	SLC9A1	1	27156981	27176982	random
ENSG00000175792	RUVBL1	3	128143914	128163915	random
ENSG00000112659	CUL9	6	43172184	43192185	random
ENSG00000122026	RPL21	13	27241309	27261310	random
ENSG00000162222	TTC9C	11	62718069	62738070	random
ENSG00000174173	TRMT10C	3	101551868	101571869	random
ENSG00000188677	PARVB	22	43989211	44009212	random
ENSG00000141759	TXNL4A	18	80023949	80043950	random
ENSG00000160972	PPP1R16A	8	144467969	144487970	random
ENSG00000173141	MRPL57	13	21166658	21186659	random
ENSG00000140632	GLYR1	16	4837288	4857289	random
ENSG00000144567	RETREG2	2	219166225	219186226	random
ENSG00000171503	ETFDH	4	158662125	158682126	random
ENSG00000178397	FAM220A	7	6338981	6358982	random
ENSG00000129911	KLF16	19	1853579	1873580	random
ENSG00000105373	NOP53	19	47735546	47755547	random
ENSG00000157869	RAB28	4	13474365	13494366	random
ENSG00000148516	ZEB1	10	31308495	31328496	random
ENSG00000154114	TBCEL	11	121014072	121034073	random
ENSG00000102901	CENPT	16	67837811	67857812	random
ENSG00000121989	ACVR2A	2	147834517	147854518	random
ENSG00000185414	MRPL30	2	99171152	99191153	random
ENSG00000106477	CEP41	7	130432433	130452434	random
ENSG00000165819	METTL3	14	21501342	21521343	random
ENSG00000204852	TCTN1	12	110604027	110624028	random
ENSG00000159069	FBXW5	9	136934738	136954739	random
ENSG00000160214	RRP1	21	43779513	43799514	random
ENSG00000158864	NDUFS2	1	161187104	161207105	random
ENSG00000162972	MAIP1	2	199945317	199965318	random
ENSG00000138231	DBR1	3	138164949	138184950	random
ENSG00000100982	PCIF1	20	45924683	45944684	random
ENSG00000135164	DMTF1	7	87142361	87162362	random
ENSG00000100764	PSMC1	14	90246527	90266528	random
ENSG00000125375	DMAC2L	14	50302326	50322327	random
ENSG00000166484	MAPK7	17	19367721	19387722	random
ENSG00000137760	ALKBH8	11	107555746	107575747	random
ENSG00000111961	SASH1	6	148262304	148282305	random
ENSG00000125841	NRSN2	20	336782	356783	random
ENSG00000140931	CMTM3	16	66593874	66613875	random
ENSG00000163001	CFAP36	2	55509604	55529605	random
ENSG00000188735	TMEM120B	12	121702752	121722753	random
ENSG00000142453	CARM1	19	10861513	10881514	random
ENSG00000143514	TP53BP2	1	223835954	223855955	random
ENSG00000174446	SNAPC5	15	66487780	66507781	random
ENSG00000163882	POLR2H	3	184351718	184371719	random
ENSG00000173517	PEAK1	15	77410144	77430145	random
ENSG00000148143	ZNF462	9	106853166	106873167	random
ENSG00000130313	AC010618.1	19	17501636	17521637	random
ENSG00000048707	VPS13D	1	12220030	12240031	random
ENSG00000182923	CEP63	3	134475721	134495722	random
ENSG00000248593	DSTNP2	12	6874682	6894683	random
ENSG00000182263	FIGN	2	163726012	163746013	random
ENSG00000159228	CBR1	21	36059941	36079942	random
ENSG00000198818	SFT2D1	6	166332576	166352577	random
ENSG00000071994	PDCD2	6	170574692	170594693	random
ENSG00000176946	THAP4	2	241627158	241647159	random
ENSG00000108784	NAGLU	17	42526241	42546242	random
ENSG00000137513	NARS2	11	78564874	78584875	random
ENSG00000162976	PQLC3	2	11145198	11165199	random
ENSG00000184349	EFNA5	5	107660937	107680938	random
ENSG00000119684	MLH3	14	75041532	75061533	random
ENSG00000181038	METTL23	17	76716830	76736831	random
ENSG00000143207	COP1	1	176197286	176217287	random
ENSG00000129245	FXR2	17	7604871	7624872	random
ENSG00000169554	ZEB2	2	144511057	144531058	random
ENSG00000185753	CXorf38	X	40637561	40657562	random
ENSG00000103356	EARS2	16	23547731	23567732	random
ENSG00000170310	STX8	17	9566591	9586592	random
ENSG00000144048	DUSP11	2	73770157	73790158	random
ENSG00000106524	ANKMY2	7	16635817	16655818	random
ENSG00000144840	RABL3	3	120732993	120752994	random
ENSG00000085185	BCORL1	X	129971107	129991108	random
ENSG00000148341	SH3GLB2	9	129018303	129038304	random
ENSG00000136854	STXBP1	9	127569370	127589371	random
ENSG00000166888	STAT6	12	57122139	57142140	random
ENSG00000104529	EEF1D	8	143589541	143609542	random
ENSG00000167962	ZNF598	16	1999821	2019822	random
ENSG00000111875	ASF1A	6	118884152	118904153	random
ENSG00000160310	PRMT2	21	46625595	46645596	random
ENSG00000171992	SYNPO	5	150591080	150611081	random
ENSG00000112983	BRD8	5	138168986	138188987	random
ENSG00000152684	PELO	5	52777916	52797917	random
ENSG00000130177	CDC16	13	114224887	114244888	random
ENSG00000108262	GIT1	17	29584054	29604055	random
ENSG00000006744	ELAC2	17	13008065	13028066	random
ENSG00000149231	CCDC82	11	96379956	96399957	random
ENSG00000198695	MT-ND6	MT	4673	24674	random
ENSG00000119408	NEK6	9	124247606	124267607	random
ENSG00000119705	SLIRP	14	77698071	77718072	random
ENSG00000162244	RPL29	3	51985942	52005943	random
ENSG00000105058	FAM32A	19	16175380	16195381	random
ENSG00000122783	CYREN	7	135160795	135180796	random
ENSG00000198218	QRICH1	3	49084363	49104364	random
ENSG00000072042	RDH11	14	67685793	67705794	random
ENSG00000177106	EPS8L2	11	684438	704439	random
ENSG00000113387	SUB1	5	32521633	32541634	random
ENSG00000151292	CSNK1G3	5	123502099	123522100	random
ENSG00000106638	TBL2	7	73568791	73588792	random
ENSG00000176396	EID2	19	39530333	39550334	random
ENSG00000105221	AKT2	19	40275536	40295537	random
ENSG00000087087	SRRT	7	100865103	100885104	random
ENSG00000109466	KLHL2	4	165197561	165217562	random
ENSG00000089916	GPATCH2L	14	76141916	76161917	random
ENSG00000115947	ORC4	2	148011604	148031605	random
ENSG00000169057	MECP2	X	154127103	154147104	random
ENSG00000081087	OSTM1	6	108155854	108175855	random
ENSG00000155827	RNF20	9	101523853	101543854	random
ENSG00000011258	MBTD1	17	51250163	51270164	random
ENSG00000101109	STK4	20	44956479	44976480	random
ENSG00000106028	SSBP1	7	141728334	141748335	random
ENSG00000129559	NEDD8	14	24222367	24242368	random
ENSG00000198589	LRBA	4	151005727	151025728	random
ENSG00000081019	RSBN1	1	113802476	113822477	random
ENSG00000197386	HTT	4	3031422	3051423	random
ENSG00000173517	PEAK1	15	77410144	77430145	random
ENSG00000008256	CYTH3	7	6262644	6282645	random
ENSG00000173542	MOB1B	4	70892326	70912327	random
ENSG00000048028	USP28	11	113865570	113885571	random
ENSG00000151892	GFRA1	10	116263467	116283468	random
ENSG00000100225	FBXO7	22	32464676	32484677	random
ENSG00000164830	OXR1	8	106349476	106369477	random
ENSG00000116954	RRAGC	1	38849772	38869773	random
ENSG00000163125	RPRD2	1	150353091	150373092	random
ENSG00000161057	PSMC2	7	103334254	103354255	random
ENSG00000107890	ANKRD26	10	27090498	27110499	random
ENSG00000105723	GSK3A	19	42232625	42252626	random
ENSG00000103202	NME4	16	386725	406726	random
ENSG00000103642	LACTB	15	63111833	63131834	random
ENSG00000160752	FDPS	1	155298748	155318749	random
ENSG00000163444	TMEM183A	1	202997374	203017375	random
ENSG00000196227	FAM217B	20	59923764	59943765	random
ENSG00000171497	PPID	4	158713396	158733397	random
ENSG00000108528	SLC25A11	17	4930053	4950054	random
ENSG00000091164	TXNL1	18	56641600	56661601	random
ENSG00000144283	PKP4	2	158446964	158466965	random
ENSG00000075239	ACAT1	11	108111516	108131517	random
ENSG00000108639	SYNGR2	17	78158558	78178559	random
ENSG00000121957	GPSM2	1	108865350	108885351	random
ENSG00000124275	MTRR	5	7841186	7861187	random
ENSG00000146872	TLK2	17	62448658	62468659	random
ENSG00000149823	VPS51	11	65079324	65099325	random
ENSG00000110717	NDUFS8	11	68020617	68040618	random
ENSG00000080608	PUM3	9	2834095	2854096	random
ENSG00000134900	TPP2	13	102586986	102606987	random
ENSG00000214160	ALG3	3	184239548	184259549	random
ENSG00000127184	COX7C	5	86607928	86627929	random
ENSG00000198911	SREBF2	22	41823079	41843080	random
ENSG00000112837	TBX18	6	84754598	84774599	random
ENSG00000137073	UBAP2	9	34038949	34058950	random
ENSG00000138231	DBR1	3	138164949	138184950	random
ENSG00000163558	PRKCI	3	170212424	170232425	random
ENSG00000101882	NKAP	X	119933751	119953752	random
ENSG00000130021	PUDP	X	7138190	7158191	random
ENSG00000196781	TLE1	9	81679547	81699548	random
ENSG00000120533	ENY2	8	109324324	109344325	random
ENSG00000164040	PGRMC2	4	128278829	128298830	random
ENSG00000179454	KLHL28	14	45032322	45052323	random
ENSG00000135823	STX6	1	181013121	181033122	random
ENSG00000172500	FIBP	11	65878539	65898540	random
ENSG00000134330	IAH1	2	9463658	9483659	random
ENSG00000134852	CLOCK	4	55536909	55556910	random
ENSG00000198918	RPL39	X	119781630	119801631	random
ENSG00000133818	RRAS2	11	14354506	14374507	random
ENSG00000151893	CACUL1	10	118745249	118765250	random
ENSG00000131437	KIF3A	5	132727638	132747639	random
ENSG00000159167	STC1	8	23844806	23864807	random
ENSG00000172572	PDE3A	12	20359245	20379246	random
ENSG00000164713	BRI3	7	98242379	98262380	random
ENSG00000156502	SUPV3L1	10	69170234	69190235	random
ENSG00000139926	FRMD6	14	51479100	51499101	random
ENSG00000006282	SPATA20	17	50533058	50553059	random
ENSG00000146587	RBAK	7	5035821	5055822	random
ENSG00000159692	CTBP1	4	1239953	1259954	random
ENSG00000122482	ZNF644	1	91012272	91032273	random
ENSG00000158864	NDUFS2	1	161187104	161207105	random
ENSG00000144567	RETREG2	2	219166225	219186226	random
ENSG00000263465	SRSF8	11	95057197	95077198	random
ENSG00000136709	WDR33	2	127801187	127821188	random
ENSG00000187231	SESTD1	2	179254832	179274833	random
ENSG00000151422	FER	5	108737841	108757842	random
ENSG00000099622	CIRBP	19	1249384	1269385	random
ENSG00000141101	NOB1	16	69744926	69764927	random
ENSG00000100591	AHSA1	14	77447870	77467871	random
ENSG00000146425	DYNLT1	6	158634743	158654744	random
ENSG00000149782	PLCB3	11	64241523	64261524	random
ENSG00000138867	GUCD1	22	24545935	24565936	random
ENSG00000143514	TP53BP2	1	223835954	223855955	random
ENSG00000117151	CTBS	1	84564480	84584481	random
ENSG00000257218	GATC	12	120436444	120456445	random
ENSG00000063601	MTMR1	X	150682971	150702972	random
ENSG00000111707	SUDS3	12	118366555	118386556	random
ENSG00000120265	PCMT1	6	149739443	149759444	random
ENSG00000140395	WDR61	15	78289703	78309704	random
ENSG00000090266	NDUFB2	7	140680777	140700778	random
ENSG00000272325	NUDT3	6	34382669	34402670	random
ENSG00000105063	PPP6R1	19	55249017	55269018	random
ENSG00000114503	NCBP2	3	196932594	196952595	random
ENSG00000108179	PPIF	10	79337469	79357470	random
ENSG00000117054	ACADM	1	75714347	75734348	random
ENSG00000155438	NIFK	2	121726911	121746912	random
ENSG00000184840	TMED9	5	177582158	177602159	random
ENSG00000157637	SLC38A10	17	81285547	81305548	random
ENSG00000101236	RNF24	20	4005558	4025559	random
ENSG00000213463	SYNJ2BP	14	70407090	70427091	random
ENSG00000136052	SLC41A2	12	104948744	104968745	random
ENSG00000163539	CLASP2	3	33708356	33728357	random
ENSG00000101040	ZMYND8	20	47346889	47366890	random
ENSG00000110107	PRPF19	11	60896585	60916586	random
ENSG00000205189	ZBTB10	8	80475619	80495620	random
ENSG00000138430	OLA1	2	174238599	174258600	random
ENSG00000165118	C9orf64	9	83946986	83966987	random
ENSG00000126070	AGO3	1	35920718	35940719	random
ENSG00000124786	SLC35B3	6	8425611	8445612	random
