ensemblid	gene.name	chromosome	start	end	gene.regulation
ENSG00000022567	SLC45A4	8	141298305	141318306	up-regulated
ENSG00000231298	MANCR	10	4668185	4688186	down-regulated
ENSG00000099998	GGT5	22	24235142	24255143	up-regulated
ENSG00000141338	ABCA8	17	68945392	68965393	up-regulated
ENSG00000158747	NBL1	1	19586979	19606980	up-regulated
ENSG00000113924	HGD	3	120672269	120692270	up-regulated
ENSG00000137809	ITGA11	15	68422163	68442164	down-regulated
ENSG00000157303	SUSD3	9	93048688	93068689	up-regulated
ENSG00000180287	PLD5	1	242514696	242534697	up-regulated
ENSG00000096060	FKBP5	6	35718583	35738584	up-regulated
ENSG00000107438	PDLIM1	10	95281012	95301013	up-regulated
ENSG00000152463	OLAH	10	15022227	15042228	up-regulated
ENSG00000094804	CDC6	17	40277879	40297880	down-regulated
ENSG00000104415	CCN4	8	133181039	133201040	up-regulated
ENSG00000167995	BEST1	11	61940063	61960064	up-regulated
ENSG00000091622	PITPNM3	17	6546555	6566556	up-regulated
ENSG00000113361	CDH6	5	31183686	31203687	down-regulated
ENSG00000128335	APOL2	22	36229954	36249955	up-regulated
ENSG00000119138	KLF9	9	70404624	70424625	up-regulated
ENSG00000076864	RAP1GAP	1	21659363	21679364	down-regulated
ENSG00000152689	RASGRP3	2	33426324	33446325	down-regulated
ENSG00000125735	TNFSF14	19	6660588	6680589	up-regulated
ENSG00000141314	RHBDL3	17	32255832	32275833	down-regulated
ENSG00000185745	IFIT1	10	89382546	89402547	up-regulated
ENSG00000129757	CDKN1C	11	2875773	2895774	up-regulated
ENSG00000185499	MUC1	1	155182916	155202917	up-regulated
ENSG00000166828	SCNN1G	16	23172745	23192746	up-regulated
ENSG00000162840	MT2P1	4	68366323	68386324	up-regulated
ENSG00000128274	A4GALT	22	42711298	42731299	up-regulated
ENSG00000136378	ADAMTS7	15	78801464	78821465	up-regulated
ENSG00000184205	TSPYL2	X	53072367	53092368	up-regulated
ENSG00000116133	DHCR24	1	54877195	54897196	up-regulated
ENSG00000163932	PRKCD	3	53146009	53166010	up-regulated
ENSG00000234537	AL354751.1	9	92122398	92142399	up-regulated
ENSG00000154556	SORBS2	4	185946652	185966653	up-regulated
ENSG00000165887	ANKRD2	10	97562499	97582500	up-regulated
ENSG00000163995	ABLIM2	4	8148832	8168833	up-regulated
ENSG00000106211	HSPB1	7	76292673	76312674	up-regulated
ENSG00000271447	MMP28	17	35785707	35805708	up-regulated
ENSG00000134830	C5AR2	19	47322147	47342148	up-regulated
ENSG00000241878	PISD	22	31652432	31672433	up-regulated
ENSG00000135519	KCNH3	12	49529030	49549031	down-regulated
ENSG00000071991	CDH19	18	66594138	66614139	down-regulated
ENSG00000113083	LOX	5	122068360	122088361	up-regulated
ENSG00000135697	BCO1	16	81228689	81248690	down-regulated
ENSG00000122786	CALD1	7	134734252	134754253	up-regulated
ENSG00000148180	GSN	9	121197794	121217795	up-regulated
ENSG00000042832	TG	8	132856958	132876959	up-regulated
ENSG00000173262	SLC2A14	12	7881148	7901149	up-regulated
ENSG00000276043	UHRF1	19	4893080	4913081	down-regulated
ENSG00000275620	AL121827.2	20	63243978	63263979	down-regulated
ENSG00000019505	SYT13	11	45276341	45296342	down-regulated
ENSG00000154217	PITPNC1	17	67367281	67387282	up-regulated
ENSG00000198959	TGM2	20	38156578	38176579	up-regulated
ENSG00000106852	LHX6	9	122219626	122239627	up-regulated
ENSG00000113196	HAND1	5	154468227	154488228	up-regulated
ENSG00000165548	TMEM63C	14	77106568	77126569	up-regulated
ENSG00000088340	FER1L4	20	35597562	35617563	up-regulated
ENSG00000155465	SLC7A7	14	22819820	22839821	up-regulated
ENSG00000180861	LINC01559	12	13377167	13397168	down-regulated
ENSG00000155254	MARVELD1	10	97703173	97723174	up-regulated
ENSG00000115461	IGFBP5	2	216685549	216705550	down-regulated
ENSG00000130518	IQCN	19	18264509	18284510	up-regulated
ENSG00000248187	AC078850.1	4	128560531	128580532	up-regulated
ENSG00000197580	BCO2	11	112165467	112185468	up-regulated
ENSG00000145703	IQGAP2	5	76393285	76413286	up-regulated
ENSG00000279662	AC131649.2	16	10439747	10459748	up-regulated
ENSG00000279806	AC018629.1	17	40465289	40485290	up-regulated
ENSG00000100297	MCM5	22	35390134	35410135	down-regulated
ENSG00000121671	CRY2	11	45837118	45857119	up-regulated
ENSG00000118898	PPL	16	4950741	4970742	up-regulated
ENSG00000229619	MBNL1-AS1	3	152259557	152279558	up-regulated
ENSG00000136842	TMOD1	9	97491180	97511181	down-regulated
ENSG00000159251	ACTC1	15	34785726	34805727	down-regulated
ENSG00000171564	FGB	4	154552956	154572957	up-regulated
ENSG00000133216	EPHB2	1	22700839	22720840	down-regulated
ENSG00000119686	FLVCR2	14	75568620	75588621	up-regulated
ENSG00000057294	PKP2	12	32886840	32906841	up-regulated
ENSG00000268089	GABRQ	X	152627895	152647896	down-regulated
ENSG00000205177	C11orf91	11	33690801	33710802	up-regulated
ENSG00000225783	MIAT	22	26636411	26656412	down-regulated
ENSG00000101412	E2F1	20	33676385	33696386	down-regulated
ENSG00000167670	CHAF1A	19	4392640	4412641	down-regulated
ENSG00000145687	SSBP2	5	81741797	81761798	up-regulated
ENSG00000197415	VEPH1	3	157523619	157543620	up-regulated
ENSG00000105088	OLFM2	19	9926552	9946553	down-regulated
ENSG00000134548	SPX	12	21516296	21536297	up-regulated
ENSG00000015413	DPEP1	16	89603308	89623309	up-regulated
ENSG00000221968	FADS3	11	61882051	61902052	up-regulated
ENSG00000141750	STAC2	17	39215945	39235946	up-regulated
ENSG00000162975	KCNF1	2	10901934	10921935	down-regulated
ENSG00000232721	AC239800.2	1	143726066	143746067	up-regulated
ENSG00000204634	TBC1D8	2	101242866	101262867	up-regulated
ENSG00000121270	ABCC11	16	48237568	48257569	up-regulated
ENSG00000036672	USP2	11	119371711	119391712	up-regulated
ENSG00000096088	PGC	6	41744109	41764110	up-regulated
ENSG00000156687	UNC5D	8	35225475	35245476	down-regulated
ENSG00000100994	PYGB	20	25238085	25258086	up-regulated
ENSG00000166165	CKB	14	103512833	103532834	up-regulated
ENSG00000106266	SNX8	7	2344318	2364319	up-regulated
ENSG00000186198	SLC51B	15	65035387	65055388	up-regulated
ENSG00000118432	CNR1	6	88156359	88176360	up-regulated
ENSG00000149131	SERPING1	11	57587387	57607388	up-regulated
ENSG00000166448	TMEM130	7	98860771	98880772	down-regulated
ENSG00000171097	KYAT1	9	128872494	128892495	up-regulated
ENSG00000170421	KRT8	12	52939954	52959955	up-regulated
ENSG00000137767	SQOR	15	45621148	45641149	up-regulated
ENSG00000157600	TMEM164	X	109992631	110012632	up-regulated
ENSG00000164161	HHIP	4	144636156	144656157	down-regulated
ENSG00000183671	GPR1	2	206208047	206228048	up-regulated
ENSG00000120899	PTK2B	8	27301482	27321483	up-regulated
ENSG00000140092	FBLN5	14	91937987	91957988	up-regulated
ENSG00000167889	MGAT5B	17	76858456	76878457	down-regulated
ENSG00000115112	TFCP2L1	2	121275202	121295203	up-regulated
ENSG00000184792	OSBP2	22	30683782	30703783	down-regulated
ENSG00000220378	KRT8P42	6	134288695	134308696	up-regulated
ENSG00000127824	TUBA4A	2	219268170	219288171	down-regulated
ENSG00000183092	BEGAIN	14	100577413	100597414	down-regulated
ENSG00000154262	ABCA6	17	69131895	69151896	up-regulated
ENSG00000073111	MCM2	3	127588410	127608411	down-regulated
ENSG00000151136	BTBD11	12	107308421	107328422	up-regulated
ENSG00000108684	ASIC2	17	34164964	34184965	down-regulated
ENSG00000267034	AC010980.1	2	222308653	222328654	up-regulated
ENSG00000168824	NSG1	4	4338140	4358141	up-regulated
ENSG00000175643	RMI2	16	11239619	11259620	down-regulated
ENSG00000129988	LBP	20	38336482	38356483	up-regulated
ENSG00000127585	FBXL16	16	695808	715809	up-regulated
ENSG00000129595	EPB41L4A	5	112409313	112429314	up-regulated
ENSG00000111245	MYL2	12	110911443	110931444	up-regulated
ENSG00000126215	XRCC3	14	103705504	103725505	down-regulated
ENSG00000143473	KCNH1	1	211124165	211144166	down-regulated
ENSG00000152779	SLC16A12	10	89546641	89566642	up-regulated
ENSG00000198417	MT1F	16	56647731	56667732	up-regulated
ENSG00000090975	PITPNM2	12	123140015	123160016	up-regulated
ENSG00000127564	PKMYT1	16	2970479	2990480	down-regulated
ENSG00000168350	DEGS2	14	100149645	100169646	up-regulated
ENSG00000130433	CACNG6	19	53982288	54002289	down-regulated
ENSG00000258181	AC008083.2	12	47238124	47258125	down-regulated
ENSG00000106123	EPHB6	7	142845061	142865062	up-regulated
ENSG00000141401	IMPA2	18	11971025	11991026	up-regulated
ENSG00000100342	APOL1	22	36243010	36263011	up-regulated
ENSG00000111057	KRT18	12	52938871	52958872	up-regulated
ENSG00000165244	ZNF367	9	96408370	96428371	down-regulated
ENSG00000168496	FEN1	11	61782911	61802912	down-regulated
ENSG00000173065	FAM222B	17	28845232	28865233	up-regulated
ENSG00000007968	E2F2	1	23521233	23541234	down-regulated
ENSG00000117643	MAN1C1	1	25607468	25627469	up-regulated
ENSG00000116299	KIAA1324	1	109103679	109123680	down-regulated
ENSG00000166923	GREM1	15	32708004	32728005	down-regulated
ENSG00000116690	PRG4	1	186286279	186306280	up-regulated
ENSG00000158234	FAIM	3	138598606	138618607	up-regulated
ENSG00000170381	SEMA3E	7	83639139	83659140	down-regulated
ENSG00000277268	LHX1-DT	17	36926670	36946671	down-regulated
ENSG00000108924	HLF	17	55254960	55274961	up-regulated
ENSG00000110328	GALNT18	11	11612005	11632006	up-regulated
ENSG00000133106	EPSTI1	13	42982271	43002272	up-regulated
ENSG00000227051	C14orf132	14	96029324	96049325	down-regulated
ENSG00000146674	IGFBP3	7	45911874	45931875	down-regulated
ENSG00000164045	CDC25A	3	48178402	48198403	down-regulated
ENSG00000185345	PRKN	6	162717771	162737772	up-regulated
ENSG00000160801	PTH1R	3	46867721	46887722	up-regulated
ENSG00000065325	GLP2R	17	9812206	9832207	down-regulated
ENSG00000109846	CRYAB	11	111913722	111933723	up-regulated
ENSG00000100652	SLC10A1	14	69787241	69807242	up-regulated
ENSG00000100311	PDGFB	22	39234751	39254752	down-regulated
ENSG00000154678	PDE1C	7	32289329	32309330	down-regulated
ENSG00000087303	NID2	14	52059228	52079229	up-regulated
ENSG00000159259	CHAF1B	21	36375392	36395393	down-regulated
ENSG00000007237	AC005747.1	17	10188551	10208552	down-regulated
ENSG00000157445	CACNA2D3	3	54112547	54132548	up-regulated
ENSG00000137877	SPTBN5	15	41884053	41904054	up-regulated
ENSG00000131470	PSMC3IP	17	42567831	42587832	down-regulated
ENSG00000142619	PADI3	1	17239098	17259099	down-regulated
ENSG00000130707	ASS1	9	130434929	130454930	up-regulated
ENSG00000152086	TUBA3E	2	130188439	130208440	up-regulated
ENSG00000267147	LINC01842	19	14323743	14343744	up-regulated
ENSG00000168497	CAVIN2	2	191837088	191857089	up-regulated
ENSG00000084110	HAL	12	95986365	96006366	up-regulated
ENSG00000227496	AC099066.2	1	225690264	225710265	up-regulated
ENSG00000137959	IFI44L	1	78609922	78629923	up-regulated
ENSG00000085999	RAD54L	1	46236461	46256462	down-regulated
ENSG00000186907	RTN4RL2	11	57450528	57470529	down-regulated
ENSG00000123815	COQ8B	19	40708207	40728208	up-regulated
ENSG00000140479	PCSK6	15	101515202	101535203	up-regulated
ENSG00000214381	LINC00488	3	109168143	109188144	down-regulated
ENSG00000165376	CLDN2	X	106890164	106910165	down-regulated
ENSG00000137501	SYTL2	11	85801159	85821160	down-regulated
ENSG00000069812	HES2	1	6414670	6434671	up-regulated
ENSG00000049323	LTBP1	2	32936953	32956954	up-regulated
ENSG00000065328	MCM10	10	13151554	13171555	down-regulated
ENSG00000133131	MORC4	X	106990212	107010213	down-regulated
ENSG00000108387	SEPT4	17	58530818	58550819	up-regulated
ENSG00000101850	GPR143	X	9776297	9796298	up-regulated
ENSG00000242574	HLA-DMB	6	32931028	32951029	down-regulated
ENSG00000160949	TONSL	8	144434440	144454441	down-regulated
ENSG00000104081	BMF	15	40098892	40118893	down-regulated
ENSG00000057704	TMCC3	12	94640557	94660558	up-regulated
ENSG00000158125	XDH	2	31404742	31424743	down-regulated
ENSG00000088899	LZTS3	20	3163592	3183593	up-regulated
ENSG00000261061	AC092718.4	16	81020770	81040771	down-regulated
ENSG00000129173	E2F8	11	19231620	19251621	down-regulated
ENSG00000230109	LINC02643	10	21362950	21382951	down-regulated
ENSG00000135127	BICDL1	12	119979869	119999870	up-regulated
ENSG00000242147	LINC02657	10	5622435	5642436	down-regulated
ENSG00000136286	MYO1G	7	44969088	44989089	up-regulated
ENSG00000179046	TRIML2	4	188099603	188119604	down-regulated
ENSG00000166016	ABTB2	11	34348010	34368011	up-regulated
ENSG00000117245	KIF17	1	20708017	20728018	up-regulated
ENSG00000171303	KCNK3	2	26682690	26702691	down-regulated
ENSG00000254560	BBOX1-AS1	11	27210113	27230114	down-regulated
ENSG00000164330	EBF1	5	159089916	159109917	down-regulated
ENSG00000175084	DES	2	219408377	219428378	up-regulated
ENSG00000267056	AC005336.1	19	15901824	15921825	down-regulated
ENSG00000138079	SLC3A1	2	44265458	44285459	down-regulated
ENSG00000177084	POLE	12	132677365	132697366	down-regulated
ENSG00000139946	PELI2	14	56107814	56127815	down-regulated
ENSG00000134207	SYT6	1	114143919	114163920	down-regulated
ENSG00000101096	NFATC2	20	51552831	51572832	down-regulated
ENSG00000189057	FAM111B	11	59097185	59117186	down-regulated
ENSG00000089847	ANKRD24	19	4173354	4193355	up-regulated
ENSG00000123933	MXD4	4	2252109	2272110	up-regulated
ENSG00000168079	SCARA5	8	27982673	28002674	up-regulated
ENSG00000174371	EXO1	1	241837967	241857968	down-regulated
ENSG00000099875	MKNK2	19	2041244	2061245	up-regulated
ENSG00000138771	SHROOM3	4	76425229	76445230	up-regulated
ENSG00000229647	MYOSLID	2	207156120	207176121	up-regulated
ENSG00000149571	KIRREL3	11	126993460	127013461	down-regulated
ENSG00000069764	PLA2G10	16	14684669	14704670	up-regulated
ENSG00000131153	GINS2	16	85680073	85700074	down-regulated
ENSG00000171903	CYP4F11	19	15924867	15944868	down-regulated
ENSG00000157193	LRP8	1	53318469	53338470	down-regulated
ENSG00000260468	LINC01290	16	10518202	10538203	up-regulated
ENSG00000109511	ANXA10	4	168082515	168102516	down-regulated
ENSG00000236409	NRADDP	3	47000824	47020825	up-regulated
ENSG00000107551	RASSF4	10	44949407	44969408	up-regulated
ENSG00000100266	PACSIN2	22	43005149	43025150	up-regulated
ENSG00000167306	MYO5B	18	50185147	50205148	down-regulated
ENSG00000104731	KLHDC4	16	87755992	87775993	up-regulated
ENSG00000240875	LINC00886	3	156807062	156827063	up-regulated
ENSG00000260418	AL023284.4	6	136326087	136346088	down-regulated
ENSG00000167183	PRR15L	17	47947883	47967884	up-regulated
ENSG00000153162	BMP6	6	7716099	7736100	down-regulated
ENSG00000183111	ARHGEF37	5	149541947	149561948	up-regulated
ENSG00000174804	FZD4	11	86945395	86965396	up-regulated
ENSG00000154065	ANKRD29	18	23652911	23672912	up-regulated
ENSG00000257167	TMPO-AS1	12	98506422	98526423	down-regulated
ENSG00000143278	F13B	1	197057267	197077268	down-regulated
ENSG00000198732	SMOC1	14	69844131	69864132	down-regulated
ENSG00000173894	CBX2	17	79768148	79788149	down-regulated
ENSG00000089356	FXYD3	19	35105879	35125880	up-regulated
ENSG00000143476	DTL	1	212025553	212045554	down-regulated
ENSG00000156414	TDRD9	14	103918456	103938457	up-regulated
ENSG00000168140	VASN	16	4361848	4381849	down-regulated
ENSG00000165323	FAT3	11	92342096	92362097	down-regulated
ENSG00000139364	TMEM132B	12	125176836	125196837	up-regulated
ENSG00000101198	NKAIN4	20	63262694	63282695	down-regulated
ENSG00000166508	MCM7	7	100091940	100111941	down-regulated
ENSG00000001617	SEMA3F	3	50145045	50165046	up-regulated
ENSG00000184669	OR7E14P	11	17003998	17023999	up-regulated
ENSG00000138092	CENPO	2	24783136	24803137	down-regulated
ENSG00000027697	IFNGR1	6	137209449	137229450	up-regulated
ENSG00000128510	CPA4	7	130283134	130303135	down-regulated
ENSG00000134516	DOCK2	5	169627268	169647269	down-regulated
ENSG00000147119	CHST7	X	46563784	46583785	up-regulated
ENSG00000160991	ORAI2	7	102423106	102443107	down-regulated
ENSG00000083290	ULK2	17	19857936	19877937	up-regulated
ENSG00000067715	SYT1	12	78853993	78873994	down-regulated
ENSG00000054967	RELT	11	73366399	73386400	down-regulated
ENSG00000168785	TSPAN5	4	98648611	98668612	down-regulated
ENSG00000152402	GUCY1A2	11	107008524	107028525	down-regulated
ENSG00000259974	LINC00261	20	22568642	22588643	down-regulated
ENSG00000158246	TENT5B	1	27002850	27022851	up-regulated
ENSG00000136492	BRIP1	17	61853521	61873522	down-regulated
ENSG00000053108	FSTL4	5	133602541	133622542	down-regulated
ENSG00000141668	CBLN2	18	72628521	72648522	down-regulated
ENSG00000204869	IGFL4	19	46067118	46087119	down-regulated
ENSG00000112118	MCM3	6	52274881	52294882	down-regulated
ENSG00000114812	VIPR1	3	42479299	42499300	up-regulated
ENSG00000152953	STK32B	4	5041480	5061481	down-regulated
ENSG00000178038	ALS2CL	3	46683704	46703705	up-regulated
ENSG00000075213	SEMA3A	7	84482724	84502725	down-regulated
ENSG00000266835	GAPLINC	18	3456250	3476251	down-regulated
ENSG00000167680	SEMA6B	19	4549684	4569685	down-regulated
ENSG00000197635	DPP4	2	162064215	162084216	up-regulated
ENSG00000184557	SOCS3	17	78350077	78370078	up-regulated
ENSG00000167600	CYP2S1	19	41183210	41203211	down-regulated
ENSG00000255433	AP001803.2	11	56838478	56858479	down-regulated
ENSG00000089159	PXN	12	120255771	120275772	up-regulated
ENSG00000130787	HIP1R	12	122824453	122844454	up-regulated
ENSG00000092470	WDR76	15	43816980	43836981	down-regulated
ENSG00000167747	C19orf48	19	50794929	50814930	down-regulated
ENSG00000142583	SLC2A5	1	9078478	9098479	up-regulated
ENSG00000124440	HIF3A	19	46287046	46307047	up-regulated
ENSG00000171877	FRMD5	15	44185271	44205272	down-regulated
ENSG00000140465	CYP1A1	15	74715536	74735537	up-regulated
ENSG00000265962	GACAT2	18	8697621	8717622	down-regulated
ENSG00000167772	ANGPTL4	19	8353289	8373290	up-regulated
ENSG00000162772	ATF3	1	212555334	212575335	down-regulated
ENSG00000138311	ZNF365	10	62364192	62384193	down-regulated
ENSG00000174306	ZHX3	20	41307672	41327673	up-regulated
ENSG00000029534	ANK1	8	41886762	41906763	down-regulated
ENSG00000132518	GUCY2D	17	7992594	8012595	up-regulated
ENSG00000112576	CCND3	6	42040357	42060358	down-regulated
ENSG00000116871	MAP7D1	1	36145579	36165580	up-regulated
ENSG00000166925	TSC22D4	7	100469232	100489233	up-regulated
ENSG00000125384	PTGER2	14	52304305	52324306	up-regulated
ENSG00000163485	ADORA1	1	203080654	203100655	down-regulated
ENSG00000100557	CCDC198	14	57483867	57503868	down-regulated
ENSG00000237004	ZNRF2P1	7	32718569	32738570	down-regulated
ENSG00000142149	HUNK	21	31863020	31883021	down-regulated
ENSG00000229921	KIF25-AS1	6	167987110	168007111	down-regulated
ENSG00000169297	NR0B1	X	30299598	30319599	down-regulated
ENSG00000165105	RASEF	9	83053177	83073178	down-regulated
ENSG00000241935	HOGA1	10	97574323	97594324	up-regulated
ENSG00000253802	SIRLNT	8	40343133	40363134	down-regulated
ENSG00000128408	RIBC2	22	45403691	45423692	down-regulated
ENSG00000174827	PDZK1	1	145698148	145718149	up-regulated
ENSG00000125266	EFNB2	13	106525662	106545663	up-regulated
ENSG00000135116	HRK	12	116871441	116891442	up-regulated
ENSG00000176387	HSD11B2	16	67420652	67440653	up-regulated
ENSG00000101197	BIRC7	20	63225883	63245884	down-regulated
ENSG00000170959	DCDC1	11	31359810	31379811	down-regulated
ENSG00000055118	KCNH2	7	150968315	150988316	up-regulated
ENSG00000146278	PNRC1	6	89070751	89090752	up-regulated
ENSG00000170214	ADRA1B	5	159855080	159875081	up-regulated
ENSG00000168890	TMEM150A	2	85593196	85613197	up-regulated
ENSG00000107731	UNC5B	10	71202570	71222571	up-regulated
ENSG00000092853	CLSPN	1	35759978	35779979	down-regulated
ENSG00000073282	TP63	3	189621389	189641390	down-regulated
ENSG00000107957	SH3PXD2A	10	103845543	103865544	down-regulated
ENSG00000143127	ITGA10	1	145900111	145920112	up-regulated
ENSG00000185561	TLCD2	17	1700377	1720378	up-regulated
ENSG00000159403	C1R	12	7082540	7102541	up-regulated
ENSG00000113889	KNG1	3	186707348	186727349	up-regulated
ENSG00000128849	CGNL1	15	57365967	57385968	down-regulated
ENSG00000100003	SEC14L2	22	30386941	30406942	up-regulated
ENSG00000101057	MYBL2	20	43657019	43677020	down-regulated
ENSG00000039068	CDH1	16	68727292	68747293	up-regulated
ENSG00000144749	LRIG1	3	66491263	66511264	down-regulated
ENSG00000168209	DDIT4	10	72263924	72283925	up-regulated
ENSG00000165891	E2F7	12	77055569	77075570	down-regulated
ENSG00000150907	FOXO1	13	40656641	40676642	up-regulated
ENSG00000175130	MARCKSL1	1	32326233	32346234	down-regulated
ENSG00000186204	CYP4F12	19	15662757	15682758	up-regulated
ENSG00000087494	PTHLH	12	27962705	27982706	down-regulated
ENSG00000144583	MARCH4	2	216362483	216382484	down-regulated
ENSG00000051180	RAD51	15	40684774	40704775	down-regulated
ENSG00000129521	EGLN3	14	34452774	34472775	down-regulated
ENSG00000203867	RBM20	10	110634336	110654337	up-regulated
ENSG00000076003	MCM6	2	135866443	135886444	down-regulated
ENSG00000244675	AC108676.1	3	194491503	194511504	down-regulated
ENSG00000173221	GLRX	5	95812726	95832727	up-regulated
ENSG00000114423	CBLB	3	105859552	105879553	up-regulated
ENSG00000278709	NKILA	20	57700156	57720157	down-regulated
ENSG00000235142	LINC02532	6	106778148	106798149	down-regulated
ENSG00000137266	SLC22A23	6	3447022	3467023	down-regulated
ENSG00000061656	SPAG4	20	35605892	35625893	up-regulated
ENSG00000261448	AC109446.3	16	17124504	17144505	down-regulated
ENSG00000066735	KIF26A	14	104128723	104148724	down-regulated
