ensemblid	gene.name	chromosome	start	end	gene.regulation
ENSG00000172878	METAP1D	2	171989943	172009944	random
ENSG00000134146	DPH6	15	35536193	35556194	random
ENSG00000204237	OXLD1	17	81656635	81676636	random
ENSG00000240342	RPS2P5	12	118236084	118256085	random
ENSG00000170160	CCDC144A	17	16679537	16699538	random
ENSG00000241119	UGT1A9	2	233661898	233681899	random
ENSG00000188167	TMPPE	3	33087146	33107147	random
ENSG00000132535	DLG4	17	7209841	7229842	random
ENSG00000189144	ZNF573	19	37807300	37827301	random
ENSG00000143578	CREB3L4	1	153957534	153977535	random
ENSG00000214357	NEURL1B	5	172631266	172651267	random
ENSG00000006611	USH1C	11	17534416	17554417	random
ENSG00000224870	MRPL20-AS1	1	1389520	1409521	random
ENSG00000147789	ZNF7	8	144817464	144837465	random
ENSG00000100483	VCPKMT	14	50106600	50126601	random
ENSG00000160179	ABCG1	21	42189689	42209690	random
ENSG00000135637	CCDC142	2	74473408	74493409	random
ENSG00000197943	PLCG2	16	81729097	81749098	random
ENSG00000134575	ACP2	11	47238906	47258907	random
ENSG00000138495	COX17	3	119667454	119687455	random
ENSG00000130299	GTPBP3	19	17324920	17344921	random
ENSG00000172113	NME6	3	48291685	48311686	random
ENSG00000104884	ERCC2	19	45360918	45380919	random
ENSG00000251432	LINC02615	4	128282751	128302752	random
ENSG00000197562	RAB40C	16	579357	599358	random
ENSG00000239407	Z68871.1	X	102874414	102894415	random
ENSG00000186665	C17orf58	17	67986431	68006432	random
ENSG00000140464	PML	15	73984673	74004674	random
ENSG00000133627	ACTR3B	7	152749749	152769750	random
ENSG00000184208	C22orf46	22	41678877	41698878	random
ENSG00000152457	DCLRE1C	10	14944432	14964433	random
ENSG00000158301	GPRASP2	X	102702176	102722177	random
ENSG00000253293	HOXA10	7	27170261	27190262	random
ENSG00000148719	DNAJB12	10	72345149	72365150	random
ENSG00000091640	SPAG7	17	4957817	4977818	random
ENSG00000154144	TBRG1	11	124612836	124632837	random
ENSG00000185049	NELFA	4	2031903	2051904	random
ENSG00000137338	PGBD1	6	28271572	28291573	random
ENSG00000169857	AVEN	15	34029204	34049205	random
ENSG00000095906	NUBP2	16	1772932	1792933	random
ENSG00000253710	ALG11	13	52002398	52022399	random
ENSG00000166484	MAPK7	17	19367721	19387722	random
ENSG00000185278	ZBTB37	1	173858082	173878083	random
ENSG00000143303	RRNAD1	1	156718442	156738443	random
ENSG00000096872	IFT74	9	26937039	26957040	random
ENSG00000161513	FDXR	17	74863031	74883032	random
ENSG00000104774	MAN2B1	19	12656742	12676743	random
ENSG00000010818	HIVEP2	6	142946698	142966699	random
ENSG00000110628	SLC22A18	11	2889721	2909722	random
ENSG00000182195	LDOC1	X	141167125	141187126	random
ENSG00000104859	CLASRP	19	45029045	45049046	random
ENSG00000196449	YRDC	1	37798208	37818209	random
ENSG00000173226	IQCB1	3	121825079	121845080	random
ENSG00000167797	CDK2AP2	11	67498649	67518650	random
ENSG00000109103	UNC119	17	28542668	28562669	random
ENSG00000075089	ACTR6	12	100189122	100209123	random
ENSG00000179476	C14orf28	14	44887275	44907276	random
ENSG00000169718	DUS1L	17	82055887	82075888	random
ENSG00000105135	ILVBL	19	15115786	15135787	random
ENSG00000138036	DYNC2LI1	2	43764039	43784040	random
ENSG00000241837	ATP5PO	21	33905814	33925815	random
ENSG00000151612	ZNF827	4	145928823	145948824	random
ENSG00000101751	POLI	18	54259404	54279405	random
ENSG00000148450	MSRB2	10	23085579	23105580	random
ENSG00000227500	SCAMP4	19	1895372	1915373	random
ENSG00000165512	ZNF22	10	44990923	45010924	random
ENSG00000183011	NAA38	17	7875238	7895239	random
ENSG00000136819	C9orf78	9	129825863	129845864	random
ENSG00000158850	B4GALT3	1	161167968	161187969	random
ENSG00000137673	MMP7	11	102520750	102540751	random
ENSG00000204852	TCTN1	12	110604027	110624028	random
ENSG00000174021	GNG5	1	84496581	84516582	random
ENSG00000073331	ALPK1	4	112275509	112295510	random
ENSG00000082515	MRPL22	5	154931073	154951074	random
ENSG00000151332	MBIP	14	36310637	36330638	random
ENSG00000155906	RMND1	6	151442158	151462159	random
ENSG00000139637	C12orf10	12	53289695	53309696	random
ENSG00000129933	MAU2	19	19310829	19330830	random
ENSG00000110987	BCL7A	12	122009422	122029423	random
ENSG00000147421	HMBOX1	8	28880395	28900396	random
ENSG00000178057	NDUFAF3	3	49010459	49030460	random
ENSG00000106588	PSMA2	7	42922185	42942186	random
ENSG00000155256	ZFYVE27	10	97727121	97747122	random
ENSG00000198105	ZNF248	10	37848106	37868107	random
ENSG00000149212	SESN3	11	95222541	95242542	random
ENSG00000105229	PIAS4	19	3997736	4017737	random
ENSG00000167515	TRAPPC2L	16	88846220	88866221	random
ENSG00000213047	DENND1B	1	197765696	197785697	random
ENSG00000198270	TMEM116	12	112003185	112023186	random
ENSG00000077348	EXOSC5	19	41387359	41407360	random
ENSG00000204525	HLA-C	6	31262130	31282131	random
ENSG00000197724	PHF2	9	93566584	93586585	random
ENSG00000112290	WASF1	6	110170004	110190005	random
ENSG00000196911	KPNA5	6	116671187	116691188	random
ENSG00000249353	NPM1P27	5	93673667	93693668	random
ENSG00000196639	HRH1	3	11127093	11147094	random
ENSG00000170571	EMB	5	50433248	50453249	random
ENSG00000247596	TWF2	3	52229158	52249159	random
ENSG00000142252	GEMIN7	19	45069195	45089196	random
ENSG00000116874	WARS2	1	119130671	119150672	random
ENSG00000158411	MITD1	2	99171058	99191059	random
ENSG00000184436	THAP7	22	20992196	21012197	random
ENSG00000206195	DUXAP8	22	15774959	15794960	random
ENSG00000005448	WDR54	2	74411678	74431679	random
ENSG00000131669	NINJ1	9	93124251	93144252	random
ENSG00000170085	SIMC1	5	176228367	176248368	random
ENSG00000156172	C8orf37	8	95259201	95279202	random
ENSG00000196981	WDR5B	3	122406051	122426052	random
ENSG00000109016	DHRS7B	17	21113364	21133365	random
ENSG00000136932	TRMO	9	97912570	97932571	random
ENSG00000143294	PRCC	1	156740610	156760611	random
ENSG00000172819	RARG	12	53222980	53242981	random
ENSG00000168792	ABHD15	17	29557037	29577038	random
ENSG00000174996	KLC2	11	66247294	66267295	random
ENSG00000120306	CYSTM1	5	140165156	140185157	random
ENSG00000188976	NOC2L	1	949309	969310	random
ENSG00000066422	ZBTB11	3	101667495	101687496	random
ENSG00000138231	DBR1	3	138164949	138184950	random
ENSG00000197024	ZNF398	7	149116416	149136417	random
ENSG00000065060	UHRF1BP1	6	34782015	34802016	random
ENSG00000165782	PIP4P1	14	20451612	20471613	random
ENSG00000160877	NACC1	19	13106862	13126863	random
ENSG00000100097	LGALS1	22	37665636	37685637	random
ENSG00000132153	DHX30	3	47792909	47812910	random
ENSG00000197989	SNHG12	1	28573132	28593133	random
ENSG00000169155	ZBTB43	9	126795006	126815007	random
ENSG00000107331	ABCA2	9	137018922	137038923	random
ENSG00000129911	KLF16	19	1853579	1873580	random
ENSG00000170523	KRT83	12	52311398	52331399	random
ENSG00000100911	PSME2	14	24137570	24157571	random
ENSG00000165806	CASP7	10	113669162	113689163	random
ENSG00000164919	COX6C	8	99883707	99903708	random
ENSG00000100354	TNRC6B	22	40034817	40054818	random
ENSG00000174839	DENND6A	3	57683077	57703078	random
ENSG00000135750	KCNK1	1	233604004	233624005	random
ENSG00000083123	BCKDHB	6	80096647	80116648	random
ENSG00000133466	C1QTNF6	22	37189385	37209386	random
ENSG00000048140	TSPAN17	5	176637387	176657388	random
ENSG00000187118	CMC1	3	28231584	28251585	random
ENSG00000119013	NDUFB3	2	201061433	201081434	random
ENSG00000198818	SFT2D1	6	166332576	166352577	random
ENSG00000077348	EXOSC5	19	41387359	41407360	random
ENSG00000152942	RAD17	5	69359293	69379294	random
ENSG00000006530	AGK	7	141541278	141561279	random
ENSG00000184371	CSF1	1	109900242	109920243	random
ENSG00000168056	LTBP3	11	65548930	65568931	random
ENSG00000170190	SLC16A5	17	75077727	75097728	random
ENSG00000101577	LPIN2	18	3003315	3023316	random
ENSG00000148516	ZEB1	10	31308495	31328496	random
ENSG00000204592	HLA-E	6	30479509	30499510	random
ENSG00000099814	CEP170B	14	104855268	104875269	random
ENSG00000135900	MRPL44	2	223947463	223967464	random
ENSG00000091157	WDR7	18	56641343	56661344	random
ENSG00000135164	DMTF1	7	87142361	87162362	random
ENSG00000145354	CISD2	4	102858974	102878975	random
ENSG00000105701	FKBP8	19	18534077	18554078	random
ENSG00000135723	FHOD1	16	67237481	67257482	random
ENSG00000082258	CCNT2	2	134908235	134928236	random
ENSG00000103742	IGDCC4	15	65412947	65432948	random
ENSG00000068383	INPP5A	10	132527787	132547788	random
ENSG00000156172	C8orf37	8	95259201	95279202	random
ENSG00000081692	JMJD4	1	227725411	227745412	random
ENSG00000177606	JUN	1	58774327	58794328	random
ENSG00000196449	YRDC	1	37798208	37818209	random
ENSG00000154719	MRPL39	21	25597517	25617518	random
ENSG00000130340	SNX9	6	157690387	157710388	random
ENSG00000143373	ZNF687	1	151271618	151291619	random
ENSG00000050344	NFE2L3	7	26142198	26162199	random
ENSG00000174307	PHLDA3	1	201459237	201479238	random
ENSG00000092531	SNAP23	15	42481233	42501234	random
ENSG00000138686	BBS7	4	121860497	121880498	random
ENSG00000234545	FAM133B	7	92580394	92600395	random
ENSG00000142686	C1orf216	1	35708894	35728895	random
ENSG00000112977	DAP	5	10751272	10771273	random
ENSG00000166822	TMEM170A	16	75455497	75475498	random
ENSG00000137312	FLOT1	6	30732732	30752733	random
ENSG00000153485	TMEM251	14	93174951	93194952	random
ENSG00000070269	TMEM260	14	56478354	56498355	random
ENSG00000149262	INTS4	11	77984671	78004672	random
ENSG00000228300	C19orf24	19	1265530	1285531	random
ENSG00000182263	FIGN	2	163726012	163746013	random
ENSG00000156928	MALSU1	7	23288739	23308740	random
ENSG00000162976	PQLC3	2	11145198	11165199	random
ENSG00000138036	DYNC2LI1	2	43764039	43784040	random
ENSG00000138640	FAM13A	4	89101398	89121399	random
ENSG00000100077	GRK3	22	25554675	25574676	random
ENSG00000183309	ZNF623	8	143626013	143646014	random
ENSG00000168159	RNF187	1	228477382	228497383	random
ENSG00000185875	THNSL1	10	25006612	25026613	random
ENSG00000204209	DAXX	6	33313016	33333017	random
ENSG00000158773	USF1	1	161035977	161055978	random
ENSG00000140280	LYSMD2	15	51741585	51761586	random
ENSG00000188191	PRKAR1B	7	717650	737651	random
ENSG00000037241	RPL26L1	5	172948729	172968730	random
ENSG00000164211	STARD4	5	111502590	111522591	random
ENSG00000244879	GABPB1-AS1	15	50344959	50364960	random
ENSG00000138433	CIR1	2	174385712	174405713	random
ENSG00000159228	CBR1	21	36059941	36079942	random
ENSG00000167123	CERCAM	9	128401751	128421752	random
ENSG00000128016	ZFP36	19	39396813	39416814	random
ENSG00000117448	AKR1A1	1	45540543	45560544	random
ENSG00000108528	SLC25A11	17	4930053	4950054	random
ENSG00000158864	NDUFS2	1	161187104	161207105	random
ENSG00000111785	RIC8B	12	106764621	106784622	random
ENSG00000172171	TEFM	17	30896238	30916239	random
ENSG00000166167	BTRC	10	101344033	101364034	random
ENSG00000071205	ARHGAP10	4	147722063	147742064	random
ENSG00000178163	ZNF518B	4	10447426	10467427	random
ENSG00000185122	HSF1	8	144281591	144301592	random
ENSG00000159200	RCAN1	21	34605113	34625114	random
ENSG00000198695	MT-ND6	MT	4673	24674	random
ENSG00000229117	RPL41	12	56106590	56126591	random
ENSG00000173457	PPP1R14B	11	64236943	64256944	random
ENSG00000166024	R3HCC1L	10	98124624	98144625	random
ENSG00000114857	NKTR	3	42590655	42610656	random
ENSG00000070413	DGCR2	22	19112454	19132455	random
ENSG00000076650	GPATCH1	19	33070880	33090881	random
ENSG00000139624	CERS5	12	50157533	50177534	random
ENSG00000175634	RPS6KB2	11	67418460	67438461	random
ENSG00000136100	VPS36	13	52440634	52460635	random
ENSG00000120159	CAAP1	9	26882803	26902804	random
ENSG00000145781	COMMD10	5	116075016	116095017	random
ENSG00000128908	INO80	15	41106280	41126281	random
ENSG00000185515	BRCC3	X	155061420	155081421	random
ENSG00000130396	AFDN	6	167816922	167836923	random
ENSG00000136273	HUS1	7	47969615	47989616	random
ENSG00000147251	DOCK11	X	118485898	118505899	random
ENSG00000005156	LIG3	17	34970494	34990495	random
ENSG00000272391	POM121C	7	75476299	75496300	random
ENSG00000113387	SUB1	5	32521633	32541634	random
ENSG00000118181	RPS25	11	119008691	119028692	random
ENSG00000064313	TAF2	8	119822841	119842842	random
ENSG00000146373	RNF217	6	124952545	124972546	random
ENSG00000143850	PLEKHA6	1	204367665	204387666	random
ENSG00000110344	UBE4A	11	118349585	118369586	random
ENSG00000162244	RPL29	3	51985942	52005943	random
ENSG00000147592	LACTB2	8	70659185	70679186	random
ENSG00000166716	ZNF592	15	84738592	84758593	random
ENSG00000258289	CHURC1	14	64904361	64924362	random
ENSG00000170296	GABARAP	17	7232449	7252450	random
ENSG00000112695	COX7A2	6	75240323	75260324	random
ENSG00000136643	RPS6KC1	1	213041233	213061234	random
ENSG00000072401	UBE2D1	10	58324979	58344980	random
ENSG00000109929	SC5D	11	121282681	121302682	random
ENSG00000135632	SMYD5	2	73204222	73224223	random
ENSG00000213614	HEXA	15	72366476	72386477	random
ENSG00000151116	UEVLD	11	18578747	18598748	random
ENSG00000214717	ZBED1	X	2490976	2510977	random
ENSG00000099995	SF3A1	22	30346919	30366920	random
ENSG00000110660	SLC35F2	11	107918293	107938294	random
ENSG00000136718	IMP4	2	130332225	130352226	random
ENSG00000109787	KLF3	4	38654197	38674198	random
ENSG00000101079	NDRG3	20	36736090	36756091	random
ENSG00000135999	EPC2	2	148634440	148654441	random
ENSG00000171858	RPS21	20	62377103	62397104	random
ENSG00000176148	TCP11L1	11	33029417	33049418	random
ENSG00000124802	EEF1E1	6	8092559	8112560	random
ENSG00000111846	GCNT2	6	10482223	10502224	random
ENSG00000134077	THUMPD3	3	9352971	9372972	random
ENSG00000263711	AC079062.1	18	73254480	73274481	random
ENSG00000134954	ETS1	11	128577558	128597559	random
ENSG00000106638	TBL2	7	73568791	73588792	random
ENSG00000172869	DMXL1	5	119027772	119047773	random
ENSG00000153094	BCL2L11	2	111109378	111129379	random
ENSG00000141522	ARHGDIA	17	81861378	81881379	random
ENSG00000113391	FAM172A	5	94101699	94121700	random
ENSG00000101413	RPRD1B	20	38023546	38043547	random
ENSG00000112855	HARS2	5	140681430	140701431	random
ENSG00000001631	KRIT1	7	92236166	92256167	random
ENSG00000185122	HSF1	8	144281591	144301592	random
ENSG00000100603	SNW1	14	77751207	77771208	random
ENSG00000198589	LRBA	4	151005727	151025728	random
ENSG00000075790	BCAP29	7	107569977	107589978	random
ENSG00000135870	RC3H1	1	174012297	174032298	random
ENSG00000109519	GRPEL1	4	7058064	7078065	random
ENSG00000082212	ME2	18	50869080	50889081	random
ENSG00000116521	SCAMP3	1	155252430	155272431	random
ENSG00000196781	TLE1	9	81679547	81699548	random
ENSG00000137168	PPIL1	6	36864803	36884804	random
ENSG00000175455	CCDC14	3	123951408	123971409	random
ENSG00000197713	RPE	2	209992565	210012566	random
ENSG00000108175	ZMIZ1	10	79058966	79078967	random
ENSG00000100804	PSMB5	14	23025230	23045231	random
ENSG00000122299	ZC3H7A	16	11787258	11807259	random
ENSG00000131381	RBSN	3	15089163	15109164	random
ENSG00000185222	TCEAL9	X	103346489	103366490	random
ENSG00000137509	PRCP	11	82960584	82980585	random
ENSG00000116096	SPR	2	72877382	72897383	random
ENSG00000150457	LATS2	13	21051586	21071587	random
ENSG00000167642	SPINT2	19	38234035	38254036	random
ENSG00000081791	DELE1	5	141913855	141933856	random
ENSG00000142166	IFNAR1	21	33314429	33334430	random
ENSG00000164054	SHISA5	3	48494826	48514827	random
ENSG00000188917	TRMT2B	X	101042116	101062117	random
ENSG00000065534	MYLK	3	123874331	123894332	random
ENSG00000087448	KLHL42	12	27770048	27790049	random
ENSG00000005812	FBXL3	13	77017195	77037196	random
ENSG00000214114	MYCBP	1	38863368	38883369	random
ENSG00000127946	HIP1	7	75728962	75748963	random
ENSG00000166912	MTMR10	15	30981628	31001629	random
ENSG00000164244	PRRC1	5	127507609	127527610	random
ENSG00000111880	RNGTT	6	88953618	88973619	random
ENSG00000134330	IAH1	2	9463658	9483659	random
ENSG00000112685	EXOC2	6	683139	703140	random
ENSG00000087269	NOP14	4	2953406	2973407	random
ENSG00000101191	DIDO1	20	62927952	62947953	random
ENSG00000204463	BAG6	6	31642705	31662706	random
ENSG00000198301	SDAD1	4	75980962	76000963	random
ENSG00000114098	ARMC8	3	138177248	138197249	random
ENSG00000145919	BOD1	5	173606660	173626661	random
ENSG00000101337	TM9SF4	20	32099506	32119507	random
ENSG00000175215	CTDSP2	12	57836729	57856730	random
ENSG00000114857	NKTR	3	42590655	42610656	random
ENSG00000185651	UBE2L3	22	21539447	21559448	random
ENSG00000168724	DNAJC21	5	34919559	34939560	random
ENSG00000114988	LMAN2L	2	96730064	96750065	random
ENSG00000196352	CD55	1	207311376	207331377	random
ENSG00000165660	ABRAXAS2	10	124791819	124811820	random
ENSG00000056586	RC3H2	9	122895359	122915360	random
ENSG00000198646	NCOA6	20	34815651	34835652	random
ENSG00000105258	POLR2I	19	36105213	36125214	random
ENSG00000068120	COASY	17	42551467	42571468	random
ENSG00000068650	ATP11A	13	112680329	112700330	random
ENSG00000117222	RBBP5	1	205112015	205132016	random
ENSG00000116977	LGALS8	1	236508000	236528001	random
ENSG00000150712	MTMR12	5	32302987	32322988	random
ENSG00000131508	UBE2D2	5	139516431	139536432	random
ENSG00000144118	RALB	2	120230064	120250065	random
ENSG00000138688	KIAA1109	4	122142333	122162334	random
ENSG00000173801	JUP	17	41776931	41796932	random
ENSG00000169288	MRPL1	4	77852830	77872831	random
ENSG00000105063	PPP6R1	19	55249017	55269018	random
ENSG00000197728	RPS26	12	56031351	56051352	random
ENSG00000213983	AP1G2	14	23558070	23578071	random
ENSG00000204388	HSPA1B	6	31817738	31837739	random
ENSG00000196968	FUT11	10	73762276	73782277	random
ENSG00000259623	AC125257.1	17	41841447	41861448	random
ENSG00000117410	ATP6V0B	1	43964487	43984488	random
ENSG00000141428	C18orf21	18	35962625	35982626	random
ENSG00000146729	NIPSNAP2	7	55941793	55961794	random
ENSG00000176903	PNMA1	14	73704372	73724373	random
ENSG00000106605	BLVRA	7	43748680	43768681	random
ENSG00000068024	HDAC4	2	239391654	239411655	random
ENSG00000057663	ATG5	6	106315791	106335792	random
ENSG00000091483	FH	1	241509761	241529762	random
ENSG00000185963	BICD2	9	92754833	92774834	random
ENSG00000147164	SNX12	X	71063426	71083427	random
ENSG00000177700	POLR2L	11	832529	852530	random
ENSG00000132591	ERAL1	17	28845010	28865011	random
ENSG00000149930	TAOK2	16	29963868	29983869	random
ENSG00000120071	KANSL1	17	46215389	46235390	random
ENSG00000123395	ATG101	12	52059246	52079247	random
ENSG00000138613	APH1B	15	63266018	63286019	random
ENSG00000164815	ORC5	7	104198047	104218048	random
ENSG00000147419	CCDC25	8	27762653	27782654	random
ENSG00000131143	COX4I1	16	85788633	85808634	random
ENSG00000101210	EEF1A2	20	63489185	63509186	random
ENSG00000087087	SRRT	7	100865103	100885104	random
ENSG00000070882	OSBPL3	7	24971634	24991635	random
ENSG00000109184	DCUN1D4	4	51833000	51853001	random
ENSG00000162337	LRP5	11	68302591	68322592	random
ENSG00000124160	NCOA5	20	46079962	46099963	random
ENSG00000159167	STC1	8	23844806	23864807	random
